snapshot_id,factory_id,snapshot_at,work_date,line_id,order_id,style_id,day_in_order,complexity_band,sam_minutes,planned_workers,present_workers,attendance_rate,target_to_snapshot,output_to_snapshot,progress_ratio,downtime_to_snapshot,inspected_to_snapshot,defects_to_snapshot,defect_rate_to_snapshot,material_status,changeover_minutes,root_cause_signal,rolling_3d_efficiency,rolling_3d_downtime,previous_day_miss,daily_target,daily_actual_output,label_daily_target_missed,label_high_defect,data_split,dataset_provenance
SNAP-000330,FAC-001,2025-01-30T13:00:00+00:00,2025-01-30,LINE-03,ORD-03-003,STY-017,9,low,7.8,52,49,0.9423,5,5,1.0,0,0,0,0.0,available,0,none,0.98,10.0,1,5,5,0,0,train,synthetic
SNAP-000331,FAC-001,2025-02-01T13:00:00+00:00,2025-02-01,LINE-03,ORD-03-004,STY-007,1,medium,17.9,52,49,0.9423,585,309,0.5282,0,140,2,0.0143,available,118,method,0.9631,10.0,0,1170,787,1,0,train,synthetic
SNAP-000332,FAC-001,2025-02-02T13:00:00+00:00,2025-02-02,LINE-03,ORD-03-004,STY-007,2,medium,17.9,52,50,0.9615,585,527,0.9009,0,203,4,0.0197,available,0,none,0.8644,10.0,1,1170,1053,1,0,train,synthetic
SNAP-000333,FAC-001,2025-02-03T13:00:00+00:00,2025-02-03,LINE-03,ORD-03-004,STY-007,3,medium,17.9,48,45,0.9375,585,523,0.894,0,227,8,0.0352,available,0,none,0.8575,0.0,1,1170,1082,1,0,train,synthetic
SNAP-000334,FAC-001,2025-02-04T13:00:00+00:00,2025-02-04,LINE-03,ORD-03-004,STY-007,4,medium,17.9,50,48,0.96,585,610,1.0427,0,290,6,0.0207,available,0,none,0.8325,0.0,1,1170,1201,0,0,train,synthetic
SNAP-000335,FAC-001,2025-02-05T13:00:00+00:00,2025-02-05,LINE-03,ORD-03-004,STY-007,5,medium,17.9,48,45,0.9375,585,552,0.9436,0,253,9,0.0356,available,0,none,0.9504,0.0,0,1170,1103,1,0,train,synthetic
SNAP-000336,FAC-001,2025-02-06T13:00:00+00:00,2025-02-06,LINE-03,ORD-03-004,STY-007,6,medium,17.9,50,49,0.98,585,604,1.0325,0,283,6,0.0212,available,0,none,0.9647,0.0,1,1170,1200,0,0,train,synthetic
SNAP-000337,FAC-001,2025-02-08T13:00:00+00:00,2025-02-08,LINE-03,ORD-03-004,STY-007,7,medium,17.9,51,48,0.9412,585,255,0.4359,55,123,8,0.065,critical,0,material,0.9983,0.0,0,1170,557,1,1,train,synthetic
SNAP-000338,FAC-001,2025-02-09T13:00:00+00:00,2025-02-09,LINE-03,ORD-03-004,STY-007,8,medium,17.9,52,50,0.9615,585,497,0.8496,47,219,5,0.0228,available,0,machine,0.8148,18.33,1,1170,1089,1,0,train,synthetic
SNAP-000339,FAC-001,2025-02-10T13:00:00+00:00,2025-02-10,LINE-03,ORD-03-004,STY-007,9,medium,17.9,52,50,0.9615,585,590,1.0085,0,268,4,0.0149,available,0,none,0.8108,34.0,1,1170,1079,1,0,train,synthetic
SNAP-000340,FAC-001,2025-02-11T13:00:00+00:00,2025-02-11,LINE-03,ORD-03-004,STY-007,10,medium,17.9,50,48,0.96,585,487,0.8325,55,266,11,0.0414,available,0,machine,0.7764,50.0,1,1170,1086,1,0,train,synthetic
SNAP-000341,FAC-001,2025-02-12T13:00:00+00:00,2025-02-12,LINE-03,ORD-03-004,STY-007,11,medium,17.9,52,50,0.9615,408,298,0.7304,55,141,5,0.0355,available,0,machine,0.9271,50.0,1,813,666,1,1,train,synthetic
SNAP-000342,FAC-001,2025-02-13T13:00:00+00:00,2025-02-13,LINE-03,ORD-03-004,STY-007,12,medium,17.9,49,43,0.8776,75,68,0.9067,0,34,0,0.0,available,0,manpower,0.8899,52.67,1,147,137,1,0,train,synthetic
SNAP-000343,FAC-001,2025-02-15T13:00:00+00:00,2025-02-15,LINE-03,ORD-03-004,STY-007,13,medium,17.9,50,49,0.98,5,5,1.0,0,4,0,0.0,available,0,none,0.8931,36.67,1,10,10,0,0,train,synthetic
SNAP-000344,FAC-001,2025-02-16T13:00:00+00:00,2025-02-16,LINE-03,ORD-03-005,STY-035,1,medium,14.5,52,49,0.9423,720,468,0.65,0,227,7,0.0308,available,55,planning,0.9171,18.33,0,1440,1049,1,0,train,synthetic
SNAP-000345,FAC-001,2025-02-17T13:00:00+00:00,2025-02-17,LINE-03,ORD-03-005,STY-035,2,medium,14.5,48,47,0.9792,720,643,0.8931,8,303,6,0.0198,available,0,none,0.8868,0.0,1,1440,1146,1,0,train,synthetic
SNAP-000346,FAC-001,2025-02-18T13:00:00+00:00,2025-02-18,LINE-03,ORD-03-005,STY-035,3,medium,14.5,50,47,0.94,720,726,1.0083,0,372,4,0.0108,available,0,none,0.8414,23.0,1,1440,1403,1,0,train,synthetic
SNAP-000347,FAC-001,2025-02-19T13:00:00+00:00,2025-02-19,LINE-03,ORD-03-005,STY-035,4,medium,14.5,49,47,0.9592,720,740,1.0278,0,363,12,0.0331,available,0,none,0.8329,23.0,1,1440,1482,0,0,train,synthetic
SNAP-000348,FAC-001,2025-02-20T13:00:00+00:00,2025-02-20,LINE-03,ORD-03-005,STY-035,5,medium,14.5,49,43,0.8776,160,149,0.9313,0,72,1,0.0139,available,0,manpower,0.9331,23.0,0,320,293,1,0,train,synthetic
SNAP-000349,FAC-001,2025-02-22T13:00:00+00:00,2025-02-22,LINE-03,ORD-03-005,STY-035,6,medium,14.5,49,48,0.9796,15,14,0.9333,20,7,0,0.0,available,0,none,0.973,0.0,1,27,26,1,1,train,synthetic
SNAP-000350,FAC-001,2025-02-23T13:00:00+00:00,2025-02-23,LINE-03,ORD-03-005,STY-035,7,medium,14.5,52,50,0.9615,1,1,1.0,0,1,0,0.0,available,0,none,0.9693,6.67,1,1,1,0,0,train,synthetic
SNAP-000351,FAC-001,2025-02-24T13:00:00+00:00,2025-02-24,LINE-03,ORD-03-006,STY-034,1,low,10.1,48,45,0.9375,1035,574,0.5546,0,256,3,0.0117,available,134,method,0.9595,6.67,0,2070,1309,1,0,train,synthetic
SNAP-000352,FAC-001,2025-02-25T13:00:00+00:00,2025-02-25,LINE-03,ORD-03-006,STY-034,2,low,10.1,52,49,0.9423,1035,880,0.8502,0,355,10,0.0282,available,0,none,0.8651,22.33,1,2070,1568,1,0,train,synthetic
SNAP-000353,FAC-001,2025-02-26T13:00:00+00:00,2025-02-26,LINE-03,ORD-03-006,STY-034,3,low,10.1,48,47,0.9792,1035,994,0.9604,0,447,9,0.0201,available,0,none,0.7966,29.0,1,2070,2000,1,0,train,synthetic
SNAP-000354,FAC-001,2025-02-27T13:00:00+00:00,2025-02-27,LINE-03,ORD-03-006,STY-034,4,low,10.1,50,48,0.96,1035,950,0.9179,0,466,14,0.03,available,0,none,0.7853,29.0,1,2070,1913,1,0,train,synthetic
SNAP-000355,FAC-001,2025-03-01T13:00:00+00:00,2025-03-01,LINE-03,ORD-03-006,STY-034,5,low,10.1,51,49,0.9608,1035,1037,1.0019,0,465,8,0.0172,available,0,none,0.8826,13.33,1,2070,2070,0,0,train,synthetic
SNAP-000356,FAC-001,2025-03-02T13:00:00+00:00,2025-03-02,LINE-03,ORD-03-006,STY-034,6,low,10.1,49,46,0.9388,1035,1027,0.9923,0,513,7,0.0136,available,0,none,0.9634,0.0,0,2070,2059,1,0,train,synthetic
SNAP-000357,FAC-001,2025-03-03T13:00:00+00:00,2025-03-03,LINE-03,ORD-03-006,STY-034,7,low,10.1,50,48,0.96,1035,968,0.9353,0,435,19,0.0437,available,0,none,0.9729,0.0,1,2070,1891,1,0,train,synthetic
SNAP-000358,FAC-001,2025-03-04T13:00:00+00:00,2025-03-04,LINE-03,ORD-03-006,STY-034,8,low,10.1,50,49,0.98,1035,1094,1.057,0,609,8,0.0131,available,0,none,0.9694,0.0,1,2070,2175,0,0,train,synthetic
SNAP-000359,FAC-001,2025-03-05T13:00:00+00:00,2025-03-05,LINE-03,ORD-03-006,STY-034,9,low,10.1,49,47,0.9592,185,195,1.0541,0,98,3,0.0306,available,0,none,0.9863,0.0,0,365,365,0,0,train,synthetic
SNAP-000360,FAC-001,2025-03-06T13:00:00+00:00,2025-03-06,LINE-03,ORD-03-007,STY-005,1,high,25.0,49,48,0.9796,420,239,0.569,0,106,1,0.0094,available,110,method,0.9881,0.0,0,840,594,1,0,train,synthetic
SNAP-000361,FAC-001,2025-03-08T13:00:00+00:00,2025-03-08,LINE-03,ORD-03-007,STY-005,2,high,25.0,50,47,0.94,420,370,0.881,0,185,3,0.0162,available,0,none,0.9193,0.0,1,840,732,1,0,train,synthetic
SNAP-000362,FAC-001,2025-03-09T13:00:00+00:00,2025-03-09,LINE-03,ORD-03-007,STY-005,3,high,25.0,49,48,0.9796,420,262,0.6238,0,113,3,0.0265,critical,0,material,0.8595,0.0,1,840,469,1,0,train,synthetic
SNAP-000363,FAC-001,2025-03-10T13:00:00+00:00,2025-03-10,LINE-03,ORD-03-007,STY-005,4,high,25.0,50,48,0.96,420,437,1.0405,0,215,7,0.0326,available,0,none,0.7123,16.0,1,840,852,0,0,train,synthetic
SNAP-000364,FAC-001,2025-03-11T13:00:00+00:00,2025-03-11,LINE-03,ORD-03-007,STY-005,5,high,25.0,48,46,0.9583,420,412,0.981,0,211,5,0.0237,available,0,none,0.8147,16.0,0,840,831,1,0,train,synthetic
SNAP-000365,FAC-001,2025-03-12T13:00:00+00:00,2025-03-12,LINE-03,ORD-03-007,STY-005,6,high,25.0,48,47,0.9792,420,427,1.0167,0,191,1,0.0052,available,0,none,0.854,16.0,1,840,847,0,0,train,synthetic
SNAP-000366,FAC-001,2025-03-13T13:00:00+00:00,2025-03-13,LINE-03,ORD-03-007,STY-005,7,high,25.0,51,49,0.9608,365,355,0.9726,0,147,3,0.0204,available,0,none,1.004,5.0,0,725,723,1,0,train,synthetic
SNAP-000367,FAC-001,2025-03-15T13:00:00+00:00,2025-03-15,LINE-03,ORD-03-007,STY-005,8,high,25.0,51,48,0.9412,2,2,1.0,0,0,0,0.0,available,0,none,0.9983,5.0,1,2,2,0,0,train,synthetic
SNAP-000368,FAC-001,2025-03-16T13:00:00+00:00,2025-03-16,LINE-03,ORD-03-008,STY-008,1,low,8.1,49,41,0.8367,1150,551,0.4791,0,226,12,0.0531,available,119,manpower,1.0019,5.0,0,2300,1353,1,0,train,synthetic
SNAP-000369,FAC-001,2025-03-17T13:00:00+00:00,2025-03-17,LINE-03,ORD-03-008,STY-008,2,low,8.1,48,46,0.9583,1150,869,0.7557,55,405,9,0.0222,available,0,machine,0.8618,0.0,1,2300,1882,1,0,train,synthetic
SNAP-000370,FAC-001,2025-03-18T13:00:00+00:00,2025-03-18,LINE-03,ORD-03-008,STY-008,3,low,8.1,50,43,0.86,1150,966,0.84,0,452,13,0.0288,available,0,manpower,0.8022,18.33,1,2300,1975,1,0,train,synthetic
SNAP-000371,FAC-001,2025-03-19T13:00:00+00:00,2025-03-19,LINE-03,ORD-03-008,STY-008,4,low,8.1,52,48,0.9231,1150,1077,0.9365,0,503,15,0.0298,available,0,none,0.7551,18.33,1,2300,2228,1,0,train,synthetic
SNAP-000372,FAC-001,2025-03-20T13:00:00+00:00,2025-03-20,LINE-03,ORD-03-008,STY-008,5,low,8.1,48,44,0.9167,1150,1104,0.96,0,544,20,0.0368,available,0,none,0.8819,18.33,1,2300,2187,1,0,train,synthetic
SNAP-000373,FAC-001,2025-03-22T13:00:00+00:00,2025-03-22,LINE-03,ORD-03-008,STY-008,6,low,8.1,50,49,0.98,1150,1208,1.0504,0,550,16,0.0291,available,0,none,0.9261,0.0,1,2300,2388,0,0,train,synthetic
SNAP-000374,FAC-001,2025-03-23T13:00:00+00:00,2025-03-23,LINE-03,ORD-03-008,STY-008,7,low,8.1,52,48,0.9231,1150,1022,0.8887,0,465,25,0.0538,available,0,none,0.9859,0.0,0,2300,1872,1,0,train,synthetic
SNAP-000375,FAC-001,2025-03-24T13:00:00+00:00,2025-03-24,LINE-03,ORD-03-008,STY-008,8,low,8.1,51,48,0.9412,1150,1139,0.9904,0,564,10,0.0177,available,0,none,0.9343,16.0,1,2300,2269,1,0,train,synthetic
SNAP-000376,FAC-001,2025-03-25T13:00:00+00:00,2025-03-25,LINE-03,ORD-03-008,STY-008,9,low,8.1,50,49,0.98,1150,1160,1.0087,0,563,18,0.032,available,0,none,0.9462,16.0,1,2300,2370,0,0,train,synthetic
SNAP-000377,FAC-001,2025-03-26T13:00:00+00:00,2025-03-26,LINE-03,ORD-03-008,STY-008,10,low,8.1,48,44,0.9167,340,314,0.9235,0,176,5,0.0284,available,0,none,0.9436,16.0,0,676,632,1,0,train,synthetic
SNAP-000378,FAC-001,2025-03-27T13:00:00+00:00,2025-03-27,LINE-03,ORD-03-008,STY-008,11,low,8.1,50,49,0.98,24,26,1.0833,0,10,0,0.0,available,0,none,0.984,2.67,1,44,44,0,0,train,synthetic
SNAP-000379,FAC-001,2025-03-29T13:00:00+00:00,2025-03-29,LINE-03,ORD-03-009,STY-018,1,low,10.2,52,50,0.9615,1025,585,0.5707,0,295,5,0.0169,available,129,method,0.9884,2.67,0,2050,1402,1,0,train,synthetic
SNAP-000380,FAC-001,2025-03-30T13:00:00+00:00,2025-03-30,LINE-03,ORD-03-009,STY-018,2,low,10.2,48,47,0.9792,1025,964,0.9405,0,512,15,0.0293,available,0,none,0.8729,2.67,1,2050,1876,1,0,train,synthetic
SNAP-000381,FAC-001,2025-03-31T13:00:00+00:00,2025-03-31,LINE-03,ORD-03-009,STY-018,3,low,10.2,50,48,0.96,1025,1016,0.9912,0,512,3,0.0059,available,0,none,0.8663,0.0,1,2050,2032,1,0,train,synthetic
SNAP-000382,FAC-001,2025-04-01T13:00:00+00:00,2025-04-01,LINE-03,ORD-03-009,STY-018,4,low,10.2,49,48,0.9796,1025,1026,1.001,0,472,11,0.0233,available,0,none,0.8634,0.0,1,2050,2020,1,0,train,synthetic
SNAP-000383,FAC-001,2025-04-02T13:00:00+00:00,2025-04-02,LINE-03,ORD-03-009,STY-018,5,low,10.2,52,49,0.9423,1025,874,0.8527,0,391,9,0.023,minor,0,none,0.9639,0.0,1,2050,1708,1,0,train,synthetic
SNAP-000384,FAC-001,2025-04-03T13:00:00+00:00,2025-04-03,LINE-03,ORD-03-009,STY-018,6,low,10.2,50,48,0.96,332,347,1.0452,0,165,6,0.0364,available,0,none,0.9366,0.0,1,662,662,0,0,train,synthetic
SNAP-000385,FAC-001,2025-04-05T13:00:00+00:00,2025-04-05,LINE-03,ORD-03-010,STY-005,1,high,25.0,50,47,0.94,420,211,0.5024,21,90,3,0.0333,available,112,method,0.9395,0.0,0,840,532,1,0,train,synthetic
SNAP-000386,FAC-001,2025-04-06T13:00:00+00:00,2025-04-06,LINE-03,ORD-03-010,STY-005,2,high,25.0,50,49,0.98,420,386,0.919,0,203,7,0.0345,available,0,none,0.8222,9.67,1,840,764,1,0,train,synthetic
SNAP-000387,FAC-001,2025-04-07T13:00:00+00:00,2025-04-07,LINE-03,ORD-03-010,STY-005,3,high,25.0,52,50,0.9615,420,324,0.7714,55,157,3,0.0191,available,0,machine,0.8476,9.67,1,840,723,1,0,train,synthetic
SNAP-000388,FAC-001,2025-04-08T13:00:00+00:00,2025-04-08,LINE-03,ORD-03-010,STY-005,4,high,25.0,52,49,0.9423,420,346,0.8238,0,170,4,0.0235,minor,0,none,0.8012,28.0,1,840,636,1,0,train,synthetic
SNAP-000389,FAC-001,2025-04-09T13:00:00+00:00,2025-04-09,LINE-03,ORD-03-010,STY-005,5,high,25.0,49,46,0.9388,420,432,1.0286,0,202,8,0.0396,available,0,none,0.8425,29.0,1,840,824,1,0,train,synthetic
SNAP-000390,FAC-001,2025-04-10T13:00:00+00:00,2025-04-10,LINE-03,ORD-03-010,STY-005,6,high,25.0,50,41,0.82,161,146,0.9068,0,70,2,0.0286,available,0,manpower,0.8663,34.33,1,321,283,1,0,train,synthetic
SNAP-000391,FAC-001,2025-04-12T13:00:00+00:00,2025-04-12,LINE-03,ORD-03-010,STY-005,7,high,25.0,49,45,0.9184,20,19,0.95,0,9,1,0.1111,available,0,quality,0.8732,16.0,1,38,36,1,1,train,synthetic
SNAP-000392,FAC-001,2025-04-13T13:00:00+00:00,2025-04-13,LINE-03,ORD-03-010,STY-005,8,high,25.0,50,47,0.94,2,1,0.5,0,1,0,0.0,critical,0,material,0.9366,5.33,1,2,1,1,0,train,synthetic
SNAP-000393,FAC-001,2025-04-14T13:00:00+00:00,2025-04-14,LINE-03,ORD-03-010,STY-005,9,high,25.0,49,46,0.9388,1,1,1.0,0,1,0,0.0,available,0,none,0.7763,15.67,1,1,1,0,0,train,synthetic
SNAP-000394,FAC-001,2025-04-15T13:00:00+00:00,2025-04-15,LINE-03,ORD-03-011,STY-034,1,low,10.1,51,50,0.9804,1035,668,0.6454,0,247,3,0.0121,available,71,planning,0.8158,34.0,0,2070,1536,1,0,train,synthetic
SNAP-000395,FAC-001,2025-04-16T13:00:00+00:00,2025-04-16,LINE-03,ORD-03-011,STY-034,2,low,10.1,51,48,0.9412,1035,910,0.8792,0,403,5,0.0124,available,0,none,0.7473,34.0,1,2070,1784,1,0,train,synthetic
SNAP-000396,FAC-001,2025-04-17T13:00:00+00:00,2025-04-17,LINE-03,ORD-03-011,STY-034,3,low,10.1,52,49,0.9423,1035,917,0.886,0,387,7,0.0181,available,0,none,0.868,18.33,1,2070,1870,1,0,train,synthetic
SNAP-000397,FAC-001,2025-04-19T13:00:00+00:00,2025-04-19,LINE-03,ORD-03-011,STY-034,4,low,10.1,49,48,0.9796,1035,872,0.8425,0,382,5,0.0131,minor,0,none,0.8357,4.0,1,2070,1791,1,0,train,synthetic
SNAP-000398,FAC-001,2025-04-20T13:00:00+00:00,2025-04-20,LINE-03,ORD-03-011,STY-034,5,low,10.1,50,48,0.96,585,370,0.6325,0,171,0,0.0,critical,0,material,0.8768,4.0,1,1169,727,1,0,train,synthetic
SNAP-000399,FAC-001,2025-04-21T13:00:00+00:00,2025-04-21,LINE-03,ORD-03-011,STY-034,6,low,10.1,50,47,0.94,222,195,0.8784,49,80,0,0.0,available,0,machine,0.7968,12.0,1,442,417,1,0,train,synthetic
SNAP-000400,FAC-001,2025-04-22T13:00:00+00:00,2025-04-22,LINE-03,ORD-03-011,STY-034,7,low,10.1,52,50,0.9615,15,16,1.0667,0,8,1,0.125,available,0,quality,0.8102,24.33,1,25,25,0,1,train,synthetic
SNAP-000401,FAC-001,2025-04-23T13:00:00+00:00,2025-04-23,LINE-03,ORD-03-012,STY-007,1,medium,17.9,50,49,0.98,585,341,0.5829,0,156,6,0.0385,available,113,method,0.8551,24.33,0,1170,826,1,0,train,synthetic
SNAP-000402,FAC-001,2025-04-24T13:00:00+00:00,2025-04-24,LINE-03,ORD-03-012,STY-007,2,medium,17.9,51,47,0.9216,585,385,0.6581,27,199,2,0.0101,minor,0,planning,0.8831,16.33,1,1170,798,1,0,train,synthetic
SNAP-000403,FAC-001,2025-04-26T13:00:00+00:00,2025-04-26,LINE-03,ORD-03-012,STY-007,3,medium,17.9,50,48,0.96,585,517,0.8838,0,243,8,0.0329,available,0,none,0.796,9.0,1,1170,1081,1,0,train,synthetic
SNAP-000404,FAC-001,2025-04-27T13:00:00+00:00,2025-04-27,LINE-03,ORD-03-012,STY-007,4,medium,17.9,51,49,0.9608,585,573,0.9795,0,287,6,0.0209,available,0,none,0.7707,9.0,1,1170,1141,1,0,train,synthetic
SNAP-000405,FAC-001,2025-04-28T13:00:00+00:00,2025-04-28,LINE-03,ORD-03-012,STY-007,5,medium,17.9,50,46,0.92,585,575,0.9829,0,268,2,0.0075,available,0,none,0.8604,16.33,1,1170,1162,1,0,train,synthetic
SNAP-000406,FAC-001,2025-04-29T13:00:00+00:00,2025-04-29,LINE-03,ORD-03-012,STY-007,6,medium,17.9,51,49,0.9608,585,593,1.0137,0,315,7,0.0222,available,0,none,0.9641,7.33,1,1170,1196,0,0,train,synthetic
SNAP-000407,FAC-001,2025-04-30T13:00:00+00:00,2025-04-30,LINE-03,ORD-03-012,STY-007,7,medium,17.9,52,49,0.9423,585,540,0.9231,16,284,5,0.0176,available,0,none,0.9969,7.33,0,1170,1131,1,0,train,synthetic
SNAP-000408,FAC-001,2025-05-01T13:00:00+00:00,2025-05-01,LINE-03,ORD-03-012,STY-007,8,medium,17.9,49,47,0.9592,585,597,1.0205,0,318,5,0.0157,available,0,none,0.994,5.33,1,1170,1168,1,0,validation,synthetic
SNAP-000409,FAC-001,2025-05-03T13:00:00+00:00,2025-05-03,LINE-03,ORD-03-012,STY-007,9,medium,17.9,51,48,0.9412,585,587,1.0034,0,295,10,0.0339,available,0,none,0.9957,5.33,1,1170,1148,1,0,validation,synthetic
SNAP-000410,FAC-001,2025-05-04T13:00:00+00:00,2025-05-04,LINE-03,ORD-03-012,STY-007,10,medium,17.9,50,47,0.94,585,585,1.0,0,297,5,0.0168,available,0,none,0.9821,5.33,1,1170,1173,0,0,validation,synthetic
SNAP-000411,FAC-001,2025-05-05T13:00:00+00:00,2025-05-05,LINE-03,ORD-03-012,STY-007,11,medium,17.9,51,50,0.9804,40,39,0.975,34,19,0,0.0,available,0,none,0.994,0.0,0,76,74,1,0,validation,synthetic
SNAP-000412,FAC-001,2025-05-06T13:00:00+00:00,2025-05-06,LINE-03,ORD-03-012,STY-007,12,medium,17.9,50,48,0.96,2,2,1.0,0,1,0,0.0,available,0,none,0.9858,11.33,1,2,2,0,0,validation,synthetic
SNAP-000413,FAC-001,2025-05-07T13:00:00+00:00,2025-05-07,LINE-03,ORD-03-013,STY-005,1,high,25.0,48,45,0.9375,420,232,0.5524,0,103,5,0.0485,available,95,method,0.9921,11.33,0,840,551,1,0,validation,synthetic
SNAP-000414,FAC-001,2025-05-08T13:00:00+00:00,2025-05-08,LINE-03,ORD-03-013,STY-005,2,high,25.0,50,46,0.92,420,365,0.869,0,188,4,0.0213,available,0,none,0.8765,11.33,1,840,741,1,0,validation,synthetic
SNAP-000415,FAC-001,2025-05-10T13:00:00+00:00,2025-05-10,LINE-03,ORD-03-013,STY-005,3,high,25.0,51,50,0.9804,420,430,1.0238,0,209,9,0.0431,available,0,none,0.846,0.0,1,840,847,0,0,validation,synthetic
SNAP-000416,FAC-001,2025-05-11T13:00:00+00:00,2025-05-11,LINE-03,ORD-03-013,STY-005,4,high,25.0,52,50,0.9615,420,432,1.0286,0,216,7,0.0324,available,0,none,0.8488,0.0,0,840,868,0,0,validation,synthetic
SNAP-000417,FAC-001,2025-05-12T13:00:00+00:00,2025-05-12,LINE-03,ORD-03-013,STY-005,5,high,25.0,52,50,0.9615,420,374,0.8905,31,189,5,0.0265,available,0,none,0.9746,0.0,0,840,801,1,0,validation,synthetic
SNAP-000418,FAC-001,2025-05-13T13:00:00+00:00,2025-05-13,LINE-03,ORD-03-013,STY-005,6,high,25.0,50,49,0.98,420,440,1.0476,0,223,7,0.0314,available,0,none,0.9984,10.33,1,840,896,0,0,validation,synthetic
SNAP-000419,FAC-001,2025-05-14T13:00:00+00:00,2025-05-14,LINE-03,ORD-03-013,STY-005,7,high,25.0,49,46,0.9388,420,417,0.9929,0,204,5,0.0245,available,0,none,1.0179,10.33,0,840,828,1,0,validation,synthetic
SNAP-000420,FAC-001,2025-05-15T13:00:00+00:00,2025-05-15,LINE-03,ORD-03-013,STY-005,8,high,25.0,52,51,0.9808,420,346,0.8238,55,147,4,0.0272,available,0,machine,1.002,10.33,1,840,753,1,0,validation,synthetic
SNAP-000421,FAC-001,2025-05-17T13:00:00+00:00,2025-05-17,LINE-03,ORD-03-013,STY-005,9,high,25.0,50,48,0.96,420,411,0.9786,0,154,5,0.0325,available,0,none,0.9829,21.0,1,840,841,0,0,validation,synthetic
SNAP-000422,FAC-001,2025-05-18T13:00:00+00:00,2025-05-18,LINE-03,ORD-03-013,STY-005,10,high,25.0,49,47,0.9592,420,330,0.7857,30,142,4,0.0282,minor,0,none,0.9611,21.0,0,840,599,1,0,validation,synthetic
SNAP-000423,FAC-001,2025-05-19T13:00:00+00:00,2025-05-19,LINE-03,ORD-03-013,STY-005,11,high,25.0,48,45,0.9375,390,344,0.8821,24,175,3,0.0171,available,0,none,0.8702,48.67,1,775,713,1,0,validation,synthetic
SNAP-000424,FAC-001,2025-05-20T13:00:00+00:00,2025-05-20,LINE-03,ORD-03-013,STY-005,12,high,25.0,51,50,0.9804,32,32,1.0,0,15,2,0.1333,available,0,quality,0.8781,35.67,1,62,62,0,1,validation,synthetic
SNAP-000425,FAC-001,2025-05-21T13:00:00+00:00,2025-05-21,LINE-03,ORD-03-014,STY-002,1,low,9.4,50,49,0.98,1115,558,0.5004,0,280,6,0.0214,minor,104,method,0.8777,35.67,0,2230,1367,1,0,validation,synthetic
SNAP-000426,FAC-001,2025-05-22T13:00:00+00:00,2025-05-22,LINE-03,ORD-03-014,STY-002,2,low,9.4,49,47,0.9592,1115,999,0.896,0,543,7,0.0129,available,0,none,0.8443,8.0,1,2230,2017,1,0,validation,synthetic
SNAP-000427,FAC-001,2025-05-24T13:00:00+00:00,2025-05-24,LINE-03,ORD-03-014,STY-002,3,low,9.4,51,48,0.9412,1115,1066,0.9561,0,494,6,0.0121,available,0,none,0.8392,0.0,1,2230,2137,1,0,validation,synthetic
SNAP-000428,FAC-001,2025-05-25T13:00:00+00:00,2025-05-25,LINE-03,ORD-03-014,STY-002,4,low,9.4,49,46,0.9388,1115,1055,0.9462,0,525,9,0.0171,available,0,none,0.8253,0.0,1,2230,2127,1,0,validation,synthetic
SNAP-000429,FAC-001,2025-05-26T13:00:00+00:00,2025-05-26,LINE-03,ORD-03-014,STY-002,5,low,9.4,52,49,0.9423,1115,1127,1.0108,0,542,7,0.0129,available,0,none,0.9389,0.0,1,2230,2227,1,0,validation,synthetic
SNAP-000430,FAC-001,2025-05-27T13:00:00+00:00,2025-05-27,LINE-03,ORD-03-014,STY-002,6,low,9.4,52,49,0.9423,1115,1122,1.0063,0,546,8,0.0147,available,0,none,0.9703,0.0,1,2230,2248,0,0,validation,synthetic
SNAP-000431,FAC-001,2025-05-28T13:00:00+00:00,2025-05-28,LINE-03,ORD-03-014,STY-002,7,low,9.4,49,48,0.9796,1115,1159,1.0395,0,651,6,0.0092,available,0,none,0.9868,0.0,0,2230,2317,0,0,validation,synthetic
SNAP-000432,FAC-001,2025-05-29T13:00:00+00:00,2025-05-29,LINE-03,ORD-03-014,STY-002,8,low,9.4,48,40,0.8333,1115,970,0.87,0,458,5,0.0109,available,0,manpower,1.0152,0.0,0,2230,1908,1,0,validation,synthetic
SNAP-000433,FAC-001,2025-05-31T13:00:00+00:00,2025-05-31,LINE-03,ORD-03-014,STY-002,9,low,9.4,48,46,0.9583,1115,1132,1.0152,0,588,10,0.017,available,0,none,0.9676,0.0,1,2230,2315,0,0,validation,synthetic
SNAP-000434,FAC-001,2025-06-01T13:00:00+00:00,2025-06-01,LINE-03,ORD-03-014,STY-002,10,low,9.4,51,49,0.9608,345,344,0.9971,0,154,4,0.026,available,0,none,0.9776,0.0,0,687,687,0,0,test,synthetic
SNAP-000435,FAC-001,2025-06-02T13:00:00+00:00,2025-06-02,LINE-03,ORD-03-015,STY-017,1,low,7.8,52,50,0.9615,1150,577,0.5017,0,281,7,0.0249,available,114,method,0.9646,0.0,0,2300,1403,1,0,test,synthetic
SNAP-000436,FAC-001,2025-06-03T13:00:00+00:00,2025-06-03,LINE-03,ORD-03-015,STY-017,2,low,7.8,49,47,0.9592,1150,1027,0.893,0,505,6,0.0119,available,0,none,0.8827,0.0,1,2300,1965,1,0,test,synthetic
