production_id,factory_id,allocation_id,work_date,hour_start,shift_code,line_id,order_id,style_id,hourly_target,actual_output,cumulative_order_output,wip_qty,planned_workers,present_workers,downtime_minutes,inspected_qty,defect_count,material_status,hourly_efficiency,data_split,dataset_provenance
PROD-000953,FAC-001,ALLOC-01-013,2025-04-28,09:00,DAY,LINE-01,ORD-01-013,STY-006,148,135,2515,128,50,45,0,82,1,available,0.9122,train,synthetic
PROD-000954,FAC-001,ALLOC-01-013,2025-04-28,10:00,DAY,LINE-01,ORD-01-013,STY-006,148,138,2653,196,50,45,0,66,1,available,0.9324,train,synthetic
PROD-000955,FAC-001,ALLOC-01-013,2025-04-28,11:00,DAY,LINE-01,ORD-01-013,STY-006,148,151,2804,222,50,45,0,68,0,available,1.0203,train,synthetic
PROD-000956,FAC-001,ALLOC-01-013,2025-04-28,12:00,DAY,LINE-01,ORD-01-013,STY-006,148,130,2934,168,50,45,0,58,2,available,0.8784,train,synthetic
PROD-000957,FAC-001,ALLOC-01-013,2025-04-28,13:00,DAY,LINE-01,ORD-01-013,STY-006,148,117,3051,77,50,45,0,54,1,available,0.7905,train,synthetic
PROD-000958,FAC-001,ALLOC-01-013,2025-04-28,14:00,DAY,LINE-01,ORD-01-013,STY-006,148,139,3190,218,50,45,0,55,1,available,0.9392,train,synthetic
PROD-000959,FAC-001,ALLOC-01-013,2025-04-28,15:00,DAY,LINE-01,ORD-01-013,STY-006,148,141,3331,208,50,45,0,63,1,available,0.9527,train,synthetic
PROD-000960,FAC-001,ALLOC-01-013,2025-04-28,16:00,DAY,LINE-01,ORD-01-013,STY-006,148,138,3469,173,50,45,0,57,0,available,0.9324,train,synthetic
PROD-000961,FAC-001,ALLOC-01-013,2025-04-28,17:00,DAY,LINE-01,ORD-01-013,STY-006,148,122,3591,142,50,45,0,49,1,available,0.8243,train,synthetic
PROD-000962,FAC-001,ALLOC-01-013,2025-04-29,08:00,DAY,LINE-01,ORD-01-013,STY-006,148,136,3727,137,48,47,0,81,2,available,0.9189,train,synthetic
PROD-000963,FAC-001,ALLOC-01-013,2025-04-29,09:00,DAY,LINE-01,ORD-01-013,STY-006,148,152,3879,207,48,47,0,61,0,available,1.027,train,synthetic
PROD-000964,FAC-001,ALLOC-01-013,2025-04-29,10:00,DAY,LINE-01,ORD-01-013,STY-006,148,147,4026,190,48,47,0,80,2,available,0.9932,train,synthetic
PROD-000965,FAC-001,ALLOC-01-013,2025-04-29,11:00,DAY,LINE-01,ORD-01-013,STY-006,148,166,4192,210,48,47,0,72,4,available,1.1216,train,synthetic
PROD-000966,FAC-001,ALLOC-01-013,2025-04-29,12:00,DAY,LINE-01,ORD-01-013,STY-006,148,149,4341,165,48,47,0,71,2,available,1.0068,train,synthetic
PROD-000967,FAC-001,ALLOC-01-013,2025-04-29,13:00,DAY,LINE-01,ORD-01-013,STY-006,148,147,4488,108,48,47,0,72,2,available,0.9932,train,synthetic
PROD-000968,FAC-001,ALLOC-01-013,2025-04-29,14:00,DAY,LINE-01,ORD-01-013,STY-006,148,153,4641,90,48,47,0,89,1,available,1.0338,train,synthetic
PROD-000969,FAC-001,ALLOC-01-013,2025-04-29,15:00,DAY,LINE-01,ORD-01-013,STY-006,148,174,4815,142,48,47,0,84,0,available,1.1757,train,synthetic
PROD-000970,FAC-001,ALLOC-01-013,2025-04-29,16:00,DAY,LINE-01,ORD-01-013,STY-006,148,155,4970,236,48,47,0,67,2,available,1.0473,train,synthetic
PROD-000971,FAC-001,ALLOC-01-013,2025-04-29,17:00,DAY,LINE-01,ORD-01-013,STY-006,148,158,5128,187,48,47,0,59,3,available,1.0676,train,synthetic
PROD-000972,FAC-001,ALLOC-01-013,2025-04-30,08:00,DAY,LINE-01,ORD-01-013,STY-006,148,106,5234,167,49,46,0,48,4,available,0.7162,train,synthetic
PROD-000973,FAC-001,ALLOC-01-013,2025-04-30,09:00,DAY,LINE-01,ORD-01-013,STY-006,148,131,5365,224,49,46,0,65,4,available,0.8851,train,synthetic
PROD-000974,FAC-001,ALLOC-01-013,2025-04-30,10:00,DAY,LINE-01,ORD-01-013,STY-006,148,138,5503,131,49,46,0,85,3,available,0.9324,train,synthetic
PROD-000975,FAC-001,ALLOC-01-013,2025-04-30,11:00,DAY,LINE-01,ORD-01-013,STY-006,148,151,5654,146,49,46,0,89,5,available,1.0203,train,synthetic
PROD-000976,FAC-001,ALLOC-01-013,2025-04-30,12:00,DAY,LINE-01,ORD-01-013,STY-006,148,120,5774,188,49,46,0,46,2,available,0.8108,train,synthetic
PROD-000977,FAC-001,ALLOC-01-013,2025-04-30,13:00,DAY,LINE-01,ORD-01-013,STY-006,148,131,5905,187,49,46,0,63,1,available,0.8851,train,synthetic
PROD-000978,FAC-001,ALLOC-01-013,2025-04-30,14:00,DAY,LINE-01,ORD-01-013,STY-006,148,132,6037,151,49,46,0,65,3,available,0.8919,train,synthetic
PROD-000979,FAC-001,ALLOC-01-013,2025-04-30,15:00,DAY,LINE-01,ORD-01-013,STY-006,148,114,6151,156,49,46,14,53,2,available,0.7703,train,synthetic
PROD-000980,FAC-001,ALLOC-01-013,2025-04-30,16:00,DAY,LINE-01,ORD-01-013,STY-006,148,136,6287,154,49,46,0,48,1,available,0.9189,train,synthetic
PROD-000981,FAC-001,ALLOC-01-013,2025-04-30,17:00,DAY,LINE-01,ORD-01-013,STY-006,148,133,6420,129,49,46,0,73,1,available,0.8986,train,synthetic
PROD-000982,FAC-001,ALLOC-01-013,2025-05-01,08:00,DAY,LINE-01,ORD-01-013,STY-006,148,130,6550,226,48,45,0,50,2,available,0.8784,validation,synthetic
PROD-000983,FAC-001,ALLOC-01-013,2025-05-01,09:00,DAY,LINE-01,ORD-01-013,STY-006,148,133,6683,199,48,45,0,76,2,available,0.8986,validation,synthetic
PROD-000984,FAC-001,ALLOC-01-013,2025-05-01,10:00,DAY,LINE-01,ORD-01-013,STY-006,148,160,6843,112,48,45,0,68,0,available,1.0811,validation,synthetic
PROD-000985,FAC-001,ALLOC-01-013,2025-05-01,11:00,DAY,LINE-01,ORD-01-013,STY-006,148,163,7006,219,48,45,0,62,1,available,1.1014,validation,synthetic
PROD-000986,FAC-001,ALLOC-01-013,2025-05-01,12:00,DAY,LINE-01,ORD-01-013,STY-006,148,146,7152,133,48,45,0,54,3,available,0.9865,validation,synthetic
PROD-000987,FAC-001,ALLOC-01-013,2025-05-01,13:00,DAY,LINE-01,ORD-01-013,STY-006,148,126,7278,248,48,45,0,62,3,available,0.8514,validation,synthetic
PROD-000988,FAC-001,ALLOC-01-013,2025-05-01,14:00,DAY,LINE-01,ORD-01-013,STY-006,148,153,7431,215,48,45,0,68,2,available,1.0338,validation,synthetic
PROD-000989,FAC-001,ALLOC-01-013,2025-05-01,15:00,DAY,LINE-01,ORD-01-013,STY-006,148,136,7567,219,48,45,0,64,0,available,0.9189,validation,synthetic
PROD-000990,FAC-001,ALLOC-01-013,2025-05-01,16:00,DAY,LINE-01,ORD-01-013,STY-006,148,151,7718,157,48,45,0,65,2,available,1.0203,validation,synthetic
PROD-000991,FAC-001,ALLOC-01-013,2025-05-01,17:00,DAY,LINE-01,ORD-01-013,STY-006,148,131,7849,211,48,45,0,63,0,available,0.8851,validation,synthetic
PROD-000992,FAC-001,ALLOC-01-013,2025-05-03,08:00,DAY,LINE-01,ORD-01-013,STY-006,148,153,8002,244,47,46,0,92,2,available,1.0338,validation,synthetic
PROD-000993,FAC-001,ALLOC-01-013,2025-05-03,09:00,DAY,LINE-01,ORD-01-013,STY-006,148,59,8061,160,47,46,34,26,0,available,0.3986,validation,synthetic
PROD-000994,FAC-001,ALLOC-01-013,2025-05-03,10:00,DAY,LINE-01,ORD-01-013,STY-006,148,162,8223,148,47,46,0,100,5,available,1.0946,validation,synthetic
PROD-000995,FAC-001,ALLOC-01-013,2025-05-03,11:00,DAY,LINE-01,ORD-01-013,STY-006,148,175,8398,214,47,46,0,107,1,available,1.1824,validation,synthetic
PROD-000996,FAC-001,ALLOC-01-013,2025-05-03,12:00,DAY,LINE-01,ORD-01-013,STY-006,148,139,8537,244,47,46,0,55,2,available,0.9392,validation,synthetic
PROD-000997,FAC-001,ALLOC-01-013,2025-05-03,13:00,DAY,LINE-01,ORD-01-013,STY-006,148,132,8669,185,47,46,0,48,1,available,0.8919,validation,synthetic
PROD-000998,FAC-001,ALLOC-01-013,2025-05-03,14:00,DAY,LINE-01,ORD-01-013,STY-006,148,154,8823,184,47,46,0,63,2,available,1.0405,validation,synthetic
PROD-000999,FAC-001,ALLOC-01-013,2025-05-03,15:00,DAY,LINE-01,ORD-01-013,STY-006,148,168,8991,240,47,46,0,77,1,available,1.1351,validation,synthetic
PROD-001000,FAC-001,ALLOC-01-013,2025-05-03,16:00,DAY,LINE-01,ORD-01-013,STY-006,148,158,9149,126,47,46,0,67,0,available,1.0676,validation,synthetic
PROD-001001,FAC-001,ALLOC-01-013,2025-05-03,17:00,DAY,LINE-01,ORD-01-013,STY-006,148,153,9302,178,47,46,0,61,0,available,1.0338,validation,synthetic
PROD-001002,FAC-001,ALLOC-01-013,2025-05-04,08:00,DAY,LINE-01,ORD-01-013,STY-006,148,121,9423,149,47,40,0,73,1,available,0.8176,validation,synthetic
PROD-001003,FAC-001,ALLOC-01-013,2025-05-04,09:00,DAY,LINE-01,ORD-01-013,STY-006,148,131,9554,98,47,40,0,45,1,available,0.8851,validation,synthetic
PROD-001004,FAC-001,ALLOC-01-013,2025-05-04,10:00,DAY,LINE-01,ORD-01-013,STY-006,148,136,9690,156,47,40,0,51,3,available,0.9189,validation,synthetic
PROD-001005,FAC-001,ALLOC-01-013,2025-05-04,11:00,DAY,LINE-01,ORD-01-013,STY-006,148,154,9844,188,47,40,0,62,5,available,1.0405,validation,synthetic
PROD-001006,FAC-001,ALLOC-01-013,2025-05-04,12:00,DAY,LINE-01,ORD-01-013,STY-006,148,137,9981,136,47,40,0,52,0,available,0.9257,validation,synthetic
PROD-001007,FAC-001,ALLOC-01-013,2025-05-04,13:00,DAY,LINE-01,ORD-01-013,STY-006,148,115,10096,177,47,40,0,66,0,available,0.777,validation,synthetic
PROD-001008,FAC-001,ALLOC-01-013,2025-05-04,14:00,DAY,LINE-01,ORD-01-013,STY-006,148,142,10238,125,47,40,0,55,2,available,0.9595,validation,synthetic
PROD-001009,FAC-001,ALLOC-01-013,2025-05-04,15:00,DAY,LINE-01,ORD-01-013,STY-006,148,146,10384,147,47,40,0,83,1,available,0.9865,validation,synthetic
PROD-001010,FAC-001,ALLOC-01-013,2025-05-04,16:00,DAY,LINE-01,ORD-01-013,STY-006,148,132,10516,167,47,40,0,72,3,available,0.8919,validation,synthetic
PROD-001011,FAC-001,ALLOC-01-013,2025-05-04,17:00,DAY,LINE-01,ORD-01-013,STY-006,148,126,10642,146,47,40,0,52,1,available,0.8514,validation,synthetic
PROD-001012,FAC-001,ALLOC-01-013,2025-05-05,08:00,DAY,LINE-01,ORD-01-013,STY-006,16,12,10654,12,46,44,0,4,0,minor,0.75,validation,synthetic
PROD-001013,FAC-001,ALLOC-01-013,2025-05-05,09:00,DAY,LINE-01,ORD-01-013,STY-006,16,15,10669,18,46,44,0,8,0,minor,0.9375,validation,synthetic
PROD-001014,FAC-001,ALLOC-01-013,2025-05-05,10:00,DAY,LINE-01,ORD-01-013,STY-006,16,16,10685,13,46,44,0,7,0,minor,1.0,validation,synthetic
PROD-001015,FAC-001,ALLOC-01-013,2025-05-05,11:00,DAY,LINE-01,ORD-01-013,STY-006,16,15,10700,19,46,44,0,8,0,minor,0.9375,validation,synthetic
PROD-001016,FAC-001,ALLOC-01-013,2025-05-05,12:00,DAY,LINE-01,ORD-01-013,STY-006,16,13,10713,12,46,44,0,6,0,minor,0.8125,validation,synthetic
PROD-001017,FAC-001,ALLOC-01-013,2025-05-05,13:00,DAY,LINE-01,ORD-01-013,STY-006,16,13,10726,27,46,44,0,5,0,minor,0.8125,validation,synthetic
PROD-001018,FAC-001,ALLOC-01-013,2025-05-05,14:00,DAY,LINE-01,ORD-01-013,STY-006,16,13,10739,21,46,44,0,6,1,minor,0.8125,validation,synthetic
PROD-001019,FAC-001,ALLOC-01-013,2025-05-05,15:00,DAY,LINE-01,ORD-01-013,STY-006,16,7,10746,21,46,44,31,3,0,minor,0.4375,validation,synthetic
PROD-001020,FAC-001,ALLOC-01-013,2025-05-05,16:00,DAY,LINE-01,ORD-01-013,STY-006,15,13,10759,15,46,44,0,8,0,minor,0.8667,validation,synthetic
PROD-001021,FAC-001,ALLOC-01-013,2025-05-05,17:00,DAY,LINE-01,ORD-01-013,STY-006,15,14,10773,18,46,44,0,8,0,minor,0.9333,validation,synthetic
PROD-001022,FAC-001,ALLOC-01-013,2025-05-06,08:00,DAY,LINE-01,ORD-01-013,STY-006,3,2,10775,2,46,44,0,1,0,minor,0.6667,validation,synthetic
PROD-001023,FAC-001,ALLOC-01-013,2025-05-06,09:00,DAY,LINE-01,ORD-01-013,STY-006,3,3,10778,4,46,44,0,2,0,minor,1.0,validation,synthetic
PROD-001024,FAC-001,ALLOC-01-013,2025-05-06,10:00,DAY,LINE-01,ORD-01-013,STY-006,3,3,10781,1,46,44,0,1,0,minor,1.0,validation,synthetic
PROD-001025,FAC-001,ALLOC-01-013,2025-05-06,11:00,DAY,LINE-01,ORD-01-013,STY-006,3,3,10784,8,46,44,0,2,0,minor,1.0,validation,synthetic
PROD-001026,FAC-001,ALLOC-01-013,2025-05-06,12:00,DAY,LINE-01,ORD-01-013,STY-006,3,3,10787,9,46,44,0,2,0,minor,1.0,validation,synthetic
PROD-001027,FAC-001,ALLOC-01-013,2025-05-06,13:00,DAY,LINE-01,ORD-01-013,STY-006,3,2,10789,2,46,44,0,1,0,minor,0.6667,validation,synthetic
PROD-001028,FAC-001,ALLOC-01-013,2025-05-06,14:00,DAY,LINE-01,ORD-01-013,STY-006,3,2,10791,2,46,44,21,1,0,minor,0.6667,validation,synthetic
PROD-001029,FAC-001,ALLOC-01-013,2025-05-06,15:00,DAY,LINE-01,ORD-01-013,STY-006,2,2,10793,4,46,44,0,1,0,minor,1.0,validation,synthetic
PROD-001030,FAC-001,ALLOC-01-013,2025-05-06,16:00,DAY,LINE-01,ORD-01-013,STY-006,2,2,10795,5,46,44,0,1,0,minor,1.0,validation,synthetic
PROD-001031,FAC-001,ALLOC-01-013,2025-05-06,17:00,DAY,LINE-01,ORD-01-013,STY-006,2,2,10797,3,46,44,0,1,0,minor,1.0,validation,synthetic
PROD-001032,FAC-001,ALLOC-01-013,2025-05-07,08:00,DAY,LINE-01,ORD-01-013,STY-006,1,1,10798,0,50,47,0,0,0,available,1.0,validation,synthetic
PROD-001033,FAC-001,ALLOC-01-013,2025-05-07,09:00,DAY,LINE-01,ORD-01-013,STY-006,1,1,10799,3,50,47,0,1,0,available,1.0,validation,synthetic
PROD-001034,FAC-001,ALLOC-01-013,2025-05-07,10:00,DAY,LINE-01,ORD-01-013,STY-006,1,1,10800,2,50,47,0,0,0,available,1.0,validation,synthetic
PROD-001035,FAC-001,ALLOC-01-014,2025-05-08,08:00,DAY,LINE-01,ORD-01-014,STY-036,103,12,12,107,48,47,0,4,1,available,0.1165,validation,synthetic
PROD-001036,FAC-001,ALLOC-01-014,2025-05-08,09:00,DAY,LINE-01,ORD-01-014,STY-036,103,19,31,105,48,47,0,11,0,available,0.1845,validation,synthetic
PROD-001037,FAC-001,ALLOC-01-014,2025-05-08,10:00,DAY,LINE-01,ORD-01-014,STY-036,103,82,113,123,48,47,0,38,6,available,0.7961,validation,synthetic
PROD-001038,FAC-001,ALLOC-01-014,2025-05-08,11:00,DAY,LINE-01,ORD-01-014,STY-036,103,92,205,132,48,47,0,53,1,available,0.8932,validation,synthetic
PROD-001039,FAC-001,ALLOC-01-014,2025-05-08,12:00,DAY,LINE-01,ORD-01-014,STY-036,103,81,286,89,48,47,0,44,2,available,0.7864,validation,synthetic
PROD-001040,FAC-001,ALLOC-01-014,2025-05-08,13:00,DAY,LINE-01,ORD-01-014,STY-036,103,73,359,129,48,47,0,31,0,available,0.7087,validation,synthetic
PROD-001041,FAC-001,ALLOC-01-014,2025-05-08,14:00,DAY,LINE-01,ORD-01-014,STY-036,103,86,445,92,48,47,0,48,3,available,0.835,validation,synthetic
PROD-001042,FAC-001,ALLOC-01-014,2025-05-08,15:00,DAY,LINE-01,ORD-01-014,STY-036,103,93,538,151,48,47,0,37,0,available,0.9029,validation,synthetic
PROD-001043,FAC-001,ALLOC-01-014,2025-05-08,16:00,DAY,LINE-01,ORD-01-014,STY-036,103,89,627,91,48,47,0,54,0,available,0.8641,validation,synthetic
PROD-001044,FAC-001,ALLOC-01-014,2025-05-08,17:00,DAY,LINE-01,ORD-01-014,STY-036,103,78,705,108,48,47,0,47,3,available,0.7573,validation,synthetic
PROD-001045,FAC-001,ALLOC-01-014,2025-05-10,08:00,DAY,LINE-01,ORD-01-014,STY-036,103,88,793,133,48,47,0,47,1,available,0.8544,validation,synthetic
PROD-001046,FAC-001,ALLOC-01-014,2025-05-10,09:00,DAY,LINE-01,ORD-01-014,STY-036,103,86,879,86,48,47,0,40,0,available,0.835,validation,synthetic
PROD-001047,FAC-001,ALLOC-01-014,2025-05-10,10:00,DAY,LINE-01,ORD-01-014,STY-036,103,94,973,56,48,47,8,57,2,available,0.9126,validation,synthetic
PROD-001048,FAC-001,ALLOC-01-014,2025-05-10,11:00,DAY,LINE-01,ORD-01-014,STY-036,103,99,1072,81,48,47,0,44,1,available,0.9612,validation,synthetic
PROD-001049,FAC-001,ALLOC-01-014,2025-05-10,12:00,DAY,LINE-01,ORD-01-014,STY-036,103,94,1166,104,48,47,0,57,1,available,0.9126,validation,synthetic
PROD-001050,FAC-001,ALLOC-01-014,2025-05-10,13:00,DAY,LINE-01,ORD-01-014,STY-036,103,83,1249,92,48,47,0,45,4,available,0.8058,validation,synthetic
PROD-001051,FAC-001,ALLOC-01-014,2025-05-10,14:00,DAY,LINE-01,ORD-01-014,STY-036,103,96,1345,137,48,47,0,47,1,available,0.932,validation,synthetic
PROD-001052,FAC-001,ALLOC-01-014,2025-05-10,15:00,DAY,LINE-01,ORD-01-014,STY-036,103,95,1440,115,48,47,0,49,1,available,0.9223,validation,synthetic
PROD-001053,FAC-001,ALLOC-01-014,2025-05-10,16:00,DAY,LINE-01,ORD-01-014,STY-036,103,97,1537,87,48,47,0,43,2,available,0.9417,validation,synthetic
PROD-001054,FAC-001,ALLOC-01-014,2025-05-10,17:00,DAY,LINE-01,ORD-01-014,STY-036,103,96,1633,106,48,47,0,53,1,available,0.932,validation,synthetic
PROD-001055,FAC-001,ALLOC-01-014,2025-05-11,08:00,DAY,LINE-01,ORD-01-014,STY-036,103,92,1725,109,48,47,0,55,4,available,0.8932,validation,synthetic
PROD-001056,FAC-001,ALLOC-01-014,2025-05-11,09:00,DAY,LINE-01,ORD-01-014,STY-036,103,105,1830,63,48,47,0,48,0,available,1.0194,validation,synthetic
PROD-001057,FAC-001,ALLOC-01-014,2025-05-11,10:00,DAY,LINE-01,ORD-01-014,STY-036,103,111,1941,152,48,47,0,45,1,available,1.0777,validation,synthetic
PROD-001058,FAC-001,ALLOC-01-014,2025-05-11,11:00,DAY,LINE-01,ORD-01-014,STY-036,103,106,2047,54,48,47,0,38,0,available,1.0291,validation,synthetic
PROD-001059,FAC-001,ALLOC-01-014,2025-05-11,12:00,DAY,LINE-01,ORD-01-014,STY-036,103,111,2158,111,48,47,0,69,0,available,1.0777,validation,synthetic
PROD-001060,FAC-001,ALLOC-01-014,2025-05-11,13:00,DAY,LINE-01,ORD-01-014,STY-036,103,92,2250,123,48,47,0,50,1,available,0.8932,validation,synthetic
PROD-001061,FAC-001,ALLOC-01-014,2025-05-11,14:00,DAY,LINE-01,ORD-01-014,STY-036,103,109,2359,161,48,47,0,61,1,available,1.0583,validation,synthetic
PROD-001062,FAC-001,ALLOC-01-014,2025-05-11,15:00,DAY,LINE-01,ORD-01-014,STY-036,103,112,2471,141,48,47,0,44,1,available,1.0874,validation,synthetic
PROD-001063,FAC-001,ALLOC-01-014,2025-05-11,16:00,DAY,LINE-01,ORD-01-014,STY-036,103,107,2578,114,48,47,0,54,1,available,1.0388,validation,synthetic
PROD-001064,FAC-001,ALLOC-01-014,2025-05-11,17:00,DAY,LINE-01,ORD-01-014,STY-036,103,91,2669,68,48,47,0,39,1,available,0.8835,validation,synthetic
PROD-001065,FAC-001,ALLOC-01-014,2025-05-12,08:00,DAY,LINE-01,ORD-01-014,STY-036,103,83,2752,131,48,46,0,48,4,available,0.8058,validation,synthetic
PROD-001066,FAC-001,ALLOC-01-014,2025-05-12,09:00,DAY,LINE-01,ORD-01-014,STY-036,103,100,2852,163,48,46,0,38,2,available,0.9709,validation,synthetic
PROD-001067,FAC-001,ALLOC-01-014,2025-05-12,10:00,DAY,LINE-01,ORD-01-014,STY-036,103,86,2938,118,48,46,0,51,2,available,0.835,validation,synthetic
PROD-001068,FAC-001,ALLOC-01-014,2025-05-12,11:00,DAY,LINE-01,ORD-01-014,STY-036,103,92,3030,123,48,46,0,36,0,available,0.8932,validation,synthetic
PROD-001069,FAC-001,ALLOC-01-014,2025-05-12,12:00,DAY,LINE-01,ORD-01-014,STY-036,103,92,3122,153,48,46,0,42,1,available,0.8932,validation,synthetic
PROD-001070,FAC-001,ALLOC-01-014,2025-05-12,13:00,DAY,LINE-01,ORD-01-014,STY-036,103,85,3207,181,48,46,0,37,0,available,0.8252,validation,synthetic
PROD-001071,FAC-001,ALLOC-01-014,2025-05-12,14:00,DAY,LINE-01,ORD-01-014,STY-036,103,103,3310,108,48,46,0,58,3,available,1.0,validation,synthetic
PROD-001072,FAC-001,ALLOC-01-014,2025-05-12,15:00,DAY,LINE-01,ORD-01-014,STY-036,103,106,3416,103,48,46,0,52,2,available,1.0291,validation,synthetic
PROD-001073,FAC-001,ALLOC-01-014,2025-05-12,16:00,DAY,LINE-01,ORD-01-014,STY-036,103,91,3507,109,48,46,0,31,2,available,0.8835,validation,synthetic
PROD-001074,FAC-001,ALLOC-01-014,2025-05-12,17:00,DAY,LINE-01,ORD-01-014,STY-036,103,79,3586,154,48,46,0,35,2,available,0.767,validation,synthetic
PROD-001075,FAC-001,ALLOC-01-014,2025-05-13,08:00,DAY,LINE-01,ORD-01-014,STY-036,103,98,3684,154,49,45,0,34,0,available,0.9515,validation,synthetic
PROD-001076,FAC-001,ALLOC-01-014,2025-05-13,09:00,DAY,LINE-01,ORD-01-014,STY-036,103,104,3788,127,49,45,0,61,4,available,1.0097,validation,synthetic
PROD-001077,FAC-001,ALLOC-01-014,2025-05-13,10:00,DAY,LINE-01,ORD-01-014,STY-036,103,102,3890,153,49,45,0,42,0,available,0.9903,validation,synthetic
PROD-001078,FAC-001,ALLOC-01-014,2025-05-13,11:00,DAY,LINE-01,ORD-01-014,STY-036,103,115,4005,131,49,45,0,46,0,available,1.1165,validation,synthetic
PROD-001079,FAC-001,ALLOC-01-014,2025-05-13,12:00,DAY,LINE-01,ORD-01-014,STY-036,103,97,4102,154,49,45,0,50,1,available,0.9417,validation,synthetic
PROD-001080,FAC-001,ALLOC-01-014,2025-05-13,13:00,DAY,LINE-01,ORD-01-014,STY-036,103,86,4188,102,49,45,0,51,3,available,0.835,validation,synthetic
PROD-001081,FAC-001,ALLOC-01-014,2025-05-13,14:00,DAY,LINE-01,ORD-01-014,STY-036,103,113,4301,118,49,45,0,41,0,available,1.0971,validation,synthetic
PROD-001082,FAC-001,ALLOC-01-014,2025-05-13,15:00,DAY,LINE-01,ORD-01-014,STY-036,103,96,4397,95,49,45,0,35,1,available,0.932,validation,synthetic
PROD-001083,FAC-001,ALLOC-01-014,2025-05-13,16:00,DAY,LINE-01,ORD-01-014,STY-036,103,101,4498,97,49,45,0,49,4,available,0.9806,validation,synthetic
PROD-001084,FAC-001,ALLOC-01-014,2025-05-13,17:00,DAY,LINE-01,ORD-01-014,STY-036,103,94,4592,99,49,45,0,42,2,available,0.9126,validation,synthetic
PROD-001085,FAC-001,ALLOC-01-014,2025-05-14,08:00,DAY,LINE-01,ORD-01-014,STY-036,103,94,4686,149,46,45,0,55,3,available,0.9126,validation,synthetic
PROD-001086,FAC-001,ALLOC-01-014,2025-05-14,09:00,DAY,LINE-01,ORD-01-014,STY-036,103,97,4783,88,46,45,0,33,0,available,0.9417,validation,synthetic
PROD-001087,FAC-001,ALLOC-01-014,2025-05-14,10:00,DAY,LINE-01,ORD-01-014,STY-036,103,109,4892,139,46,45,0,41,0,available,1.0583,validation,synthetic
PROD-001088,FAC-001,ALLOC-01-014,2025-05-14,11:00,DAY,LINE-01,ORD-01-014,STY-036,103,119,5011,140,46,45,0,41,2,available,1.1553,validation,synthetic
PROD-001089,FAC-001,ALLOC-01-014,2025-05-14,12:00,DAY,LINE-01,ORD-01-014,STY-036,103,96,5107,79,46,45,0,41,2,available,0.932,validation,synthetic
PROD-001090,FAC-001,ALLOC-01-014,2025-05-14,13:00,DAY,LINE-01,ORD-01-014,STY-036,103,96,5203,138,46,45,0,42,1,available,0.932,validation,synthetic
PROD-001091,FAC-001,ALLOC-01-014,2025-05-14,14:00,DAY,LINE-01,ORD-01-014,STY-036,103,113,5316,121,46,45,0,68,1,available,1.0971,validation,synthetic
PROD-001092,FAC-001,ALLOC-01-014,2025-05-14,15:00,DAY,LINE-01,ORD-01-014,STY-036,103,118,5434,139,46,45,0,69,1,available,1.1456,validation,synthetic
PROD-001093,FAC-001,ALLOC-01-014,2025-05-14,16:00,DAY,LINE-01,ORD-01-014,STY-036,103,99,5533,131,46,45,0,54,2,available,0.9612,validation,synthetic
PROD-001094,FAC-001,ALLOC-01-014,2025-05-14,17:00,DAY,LINE-01,ORD-01-014,STY-036,103,104,5637,106,46,45,0,56,0,available,1.0097,validation,synthetic
PROD-001095,FAC-001,ALLOC-01-014,2025-05-15,08:00,DAY,LINE-01,ORD-01-014,STY-036,103,96,5733,164,46,45,0,36,1,available,0.932,validation,synthetic
PROD-001096,FAC-001,ALLOC-01-014,2025-05-15,09:00,DAY,LINE-01,ORD-01-014,STY-036,103,113,5846,93,46,45,0,44,0,available,1.0971,validation,synthetic
PROD-001097,FAC-001,ALLOC-01-014,2025-05-15,10:00,DAY,LINE-01,ORD-01-014,STY-036,103,111,5957,178,46,45,0,62,2,available,1.0777,validation,synthetic
PROD-001098,FAC-001,ALLOC-01-014,2025-05-15,11:00,DAY,LINE-01,ORD-01-014,STY-036,103,117,6074,145,46,45,0,58,1,available,1.1359,validation,synthetic
PROD-001099,FAC-001,ALLOC-01-014,2025-05-15,12:00,DAY,LINE-01,ORD-01-014,STY-036,103,102,6176,135,46,45,0,35,0,available,0.9903,validation,synthetic
PROD-001100,FAC-001,ALLOC-01-014,2025-05-15,13:00,DAY,LINE-01,ORD-01-014,STY-036,103,56,6232,127,46,45,22,23,0,available,0.5437,validation,synthetic
PROD-001101,FAC-001,ALLOC-01-014,2025-05-15,14:00,DAY,LINE-01,ORD-01-014,STY-036,103,105,6337,161,46,45,0,39,3,available,1.0194,validation,synthetic
PROD-001102,FAC-001,ALLOC-01-014,2025-05-15,15:00,DAY,LINE-01,ORD-01-014,STY-036,103,60,6397,125,46,45,27,27,1,available,0.5825,validation,synthetic
PROD-001103,FAC-001,ALLOC-01-014,2025-05-15,16:00,DAY,LINE-01,ORD-01-014,STY-036,103,115,6512,119,46,45,0,69,3,available,1.1165,validation,synthetic
PROD-001104,FAC-001,ALLOC-01-014,2025-05-15,17:00,DAY,LINE-01,ORD-01-014,STY-036,103,93,6605,160,46,45,0,50,1,available,0.9029,validation,synthetic
PROD-001105,FAC-001,ALLOC-01-014,2025-05-17,08:00,DAY,LINE-01,ORD-01-014,STY-036,103,92,6697,110,49,43,0,54,1,available,0.8932,validation,synthetic
