outcome_id,action_id,factory_id,line_id,measured_at,observation_window,efficiency_before,efficiency_after,observed_efficiency_change,target_met_after,causal_claim_allowed,data_split,dataset_provenance
OUT-000188,ACT-000212,FAC-001,LINE-05,2025-01-07T18:00:00+00:00,next_workday,0.6603,0.8603,0.2,0,False,train,synthetic
OUT-000189,ACT-000213,FAC-001,LINE-05,2025-01-08T18:00:00+00:00,next_workday,0.8603,1.0578,0.1974,1,False,train,synthetic
OUT-000190,ACT-000214,FAC-001,LINE-05,2025-01-12T18:00:00+00:00,next_workday,0.9336,0.9897,0.056,0,False,train,synthetic
OUT-000191,ACT-000215,FAC-001,LINE-05,2025-01-14T18:00:00+00:00,next_workday,0.7181,0.981,0.2629,0,False,train,synthetic
OUT-000192,ACT-000216,FAC-001,LINE-05,2025-01-16T18:00:00+00:00,next_workday,0.756,1.0,0.244,1,False,train,synthetic
OUT-000193,ACT-000217,FAC-001,LINE-05,2025-01-19T18:00:00+00:00,next_workday,0.6878,0.8189,0.1311,0,False,train,synthetic
OUT-000194,ACT-000218,FAC-001,LINE-05,2025-01-20T18:00:00+00:00,next_workday,0.8189,0.9581,0.1392,0,False,train,synthetic
OUT-000195,ACT-000219,FAC-001,LINE-05,2025-01-21T18:00:00+00:00,next_workday,0.9581,0.8351,-0.123,0,False,train,synthetic
OUT-000196,ACT-000220,FAC-001,LINE-05,2025-01-22T18:00:00+00:00,next_workday,0.8351,0.8986,0.0635,0,False,train,synthetic
OUT-000197,ACT-000221,FAC-001,LINE-05,2025-01-23T18:00:00+00:00,next_workday,0.8986,1.0486,0.15,1,False,train,synthetic
OUT-000198,ACT-000222,FAC-001,LINE-05,2025-01-27T18:00:00+00:00,next_workday,0.9568,0.9781,0.0214,0,False,train,synthetic
OUT-000199,ACT-000223,FAC-001,LINE-05,2025-01-30T18:00:00+00:00,next_workday,0.7043,0.8457,0.1415,0,False,train,synthetic
OUT-000200,ACT-000224,FAC-001,LINE-05,2025-02-03T18:00:00+00:00,next_workday,0.8915,1.0255,0.134,1,False,train,synthetic
OUT-000201,ACT-000225,FAC-001,LINE-05,2025-02-09T18:00:00+00:00,next_workday,0.759,0.8667,0.1077,0,False,train,synthetic
OUT-000202,ACT-000226,FAC-001,LINE-05,2025-02-11T18:00:00+00:00,next_workday,0.8936,1.0346,0.141,1,False,train,synthetic
OUT-000203,ACT-000227,FAC-001,LINE-05,2025-02-15T18:00:00+00:00,next_workday,0.9821,0.7637,-0.2184,0,False,train,synthetic
OUT-000204,ACT-000228,FAC-001,LINE-05,2025-02-16T18:00:00+00:00,next_workday,0.7637,0.9756,0.2119,0,False,train,synthetic
OUT-000205,ACT-000229,FAC-001,LINE-05,2025-02-19T18:00:00+00:00,next_workday,0.6359,0.8756,0.2397,0,False,train,synthetic
OUT-000206,ACT-000230,FAC-001,LINE-05,2025-02-22T18:00:00+00:00,next_workday,0.55,0.9962,0.4462,0,False,train,synthetic
OUT-000207,ACT-000231,FAC-001,LINE-05,2025-03-02T18:00:00+00:00,next_workday,0.7079,0.8651,0.1571,0,False,train,synthetic
OUT-000208,ACT-000234,FAC-001,LINE-05,2025-03-09T18:00:00+00:00,next_workday,0.5889,1.0,0.4111,1,False,train,synthetic
OUT-000209,ACT-000235,FAC-001,LINE-05,2025-03-11T18:00:00+00:00,next_workday,0.64,0.8691,0.2291,0,False,train,synthetic
OUT-000210,ACT-000236,FAC-001,LINE-05,2025-03-17T18:00:00+00:00,next_workday,0.8718,1.0,0.1282,1,False,train,synthetic
OUT-000211,ACT-000237,FAC-001,LINE-05,2025-03-19T18:00:00+00:00,next_workday,0.664,0.7773,0.1133,0,False,train,synthetic
OUT-000212,ACT-000238,FAC-001,LINE-05,2025-03-20T18:00:00+00:00,next_workday,0.7773,0.9467,0.1693,0,False,train,synthetic
OUT-000213,ACT-000239,FAC-001,LINE-05,2025-03-23T18:00:00+00:00,next_workday,0.88,0.9693,0.0893,0,False,train,synthetic
OUT-000214,ACT-000240,FAC-001,LINE-05,2025-03-26T18:00:00+00:00,next_workday,0.9187,0.9893,0.0707,0,False,train,synthetic
OUT-000215,ACT-000241,FAC-001,LINE-05,2025-03-31T18:00:00+00:00,next_workday,0.6173,0.572,-0.0453,0,False,train,synthetic
OUT-000216,ACT-000242,FAC-001,LINE-05,2025-04-01T18:00:00+00:00,next_workday,0.572,0.8973,0.3253,0,False,train,synthetic
OUT-000217,ACT-000243,FAC-001,LINE-05,2025-04-02T18:00:00+00:00,next_workday,0.8973,0.9187,0.0213,0,False,train,synthetic
OUT-000218,ACT-000244,FAC-001,LINE-05,2025-04-08T18:00:00+00:00,next_workday,0.6191,0.8479,0.2287,0,False,train,synthetic
OUT-000219,ACT-000245,FAC-001,LINE-05,2025-04-10T18:00:00+00:00,next_workday,0.8553,0.917,0.0617,0,False,train,synthetic
OUT-000220,ACT-000246,FAC-001,LINE-05,2025-04-12T18:00:00+00:00,next_workday,0.917,1.0489,0.1319,1,False,train,synthetic
OUT-000221,ACT-000247,FAC-001,LINE-05,2025-04-19T18:00:00+00:00,next_workday,0.5732,0.8789,0.3056,0,False,train,synthetic
OUT-000222,ACT-000248,FAC-001,LINE-05,2025-04-22T18:00:00+00:00,next_workday,0.9465,1.0282,0.0817,1,False,train,synthetic
OUT-000223,ACT-000249,FAC-001,LINE-05,2025-04-26T18:00:00+00:00,next_workday,0.931,1.0,0.069,1,False,train,synthetic
OUT-000224,ACT-000250,FAC-001,LINE-05,2025-04-28T18:00:00+00:00,next_workday,0.6764,0.7382,0.0618,0,False,train,synthetic
OUT-000225,ACT-000251,FAC-001,LINE-05,2025-04-29T18:00:00+00:00,next_workday,0.7382,0.9764,0.2382,0,False,train,synthetic
OUT-000226,ACT-000252,FAC-001,LINE-05,2025-05-03T18:00:00+00:00,next_workday,0.66,0.9782,0.3182,0,False,validation,synthetic
OUT-000227,ACT-000253,FAC-001,LINE-05,2025-05-05T18:00:00+00:00,next_workday,0.9593,1.0,0.0407,1,False,validation,synthetic
OUT-000228,ACT-000254,FAC-001,LINE-05,2025-05-07T18:00:00+00:00,next_workday,0.5577,0.9197,0.362,0,False,validation,synthetic
OUT-000229,ACT-000255,FAC-001,LINE-05,2025-05-11T18:00:00+00:00,next_workday,0.9099,1.0014,0.0915,1,False,validation,synthetic
OUT-000230,ACT-000256,FAC-001,LINE-05,2025-05-15T18:00:00+00:00,next_workday,0.8718,0.9155,0.0437,0,False,validation,synthetic
OUT-000231,ACT-000258,FAC-001,LINE-05,2025-05-19T18:00:00+00:00,next_workday,0.9151,0.8,-0.1151,0,False,validation,synthetic
OUT-000232,ACT-000260,FAC-001,LINE-05,2025-05-24T18:00:00+00:00,next_workday,0.488,0.9533,0.4653,0,False,validation,synthetic
OUT-000233,ACT-000261,FAC-001,LINE-05,2025-05-29T18:00:00+00:00,next_workday,0.9023,1.0,0.0977,1,False,validation,synthetic
OUT-000234,ACT-000262,FAC-001,LINE-05,2025-06-01T18:00:00+00:00,next_workday,0.6379,0.9318,0.2939,0,False,validation,synthetic
OUT-000235,ACT-000263,FAC-001,LINE-05,2025-06-03T18:00:00+00:00,next_workday,0.7576,0.8803,0.1227,0,False,test,synthetic
OUT-000236,ACT-000264,FAC-001,LINE-05,2025-06-04T18:00:00+00:00,next_workday,0.8803,1.0333,0.153,1,False,test,synthetic
OUT-000237,ACT-000265,FAC-001,LINE-05,2025-06-12T18:00:00+00:00,next_workday,0.9412,1.0,0.0588,1,False,test,synthetic
OUT-000238,ACT-000266,FAC-001,LINE-05,2025-06-15T18:00:00+00:00,next_workday,0.6784,0.806,0.1276,0,False,test,synthetic
OUT-000239,ACT-000268,FAC-001,LINE-05,2025-06-21T18:00:00+00:00,next_workday,0.6762,0.8365,0.1603,0,False,test,synthetic
OUT-000240,ACT-000270,FAC-001,LINE-05,2025-06-23T18:00:00+00:00,next_workday,0.9238,0.8952,-0.0286,0,False,test,synthetic
OUT-000241,ACT-000272,FAC-001,LINE-05,2025-06-30T18:00:00+00:00,next_workday,0.6882,0.9073,0.2191,0,False,test,synthetic
OUT-000242,ACT-000273,FAC-001,LINE-06,2025-01-05T18:00:00+00:00,next_workday,0.5612,0.7837,0.2224,0,False,train,synthetic
OUT-000243,ACT-000274,FAC-001,LINE-06,2025-01-06T18:00:00+00:00,next_workday,0.7837,0.8571,0.0735,0,False,train,synthetic
OUT-000244,ACT-000275,FAC-001,LINE-06,2025-01-07T18:00:00+00:00,next_workday,0.8571,0.7184,-0.1388,0,False,train,synthetic
OUT-000245,ACT-000276,FAC-001,LINE-06,2025-01-08T18:00:00+00:00,next_workday,0.7184,1.0102,0.2918,1,False,train,synthetic
OUT-000246,ACT-000277,FAC-001,LINE-06,2025-01-14T18:00:00+00:00,next_workday,0.5378,0.899,0.3612,0,False,train,synthetic
OUT-000247,ACT-000279,FAC-001,LINE-06,2025-01-25T18:00:00+00:00,next_workday,0.6655,0.8917,0.2262,0,False,train,synthetic
OUT-000248,ACT-000280,FAC-001,LINE-06,2025-01-28T18:00:00+00:00,next_workday,0.9452,1.0226,0.0774,1,False,train,synthetic
OUT-000249,ACT-000281,FAC-001,LINE-06,2025-02-01T18:00:00+00:00,next_workday,0.6414,0.7786,0.1371,0,False,train,synthetic
OUT-000250,ACT-000282,FAC-001,LINE-06,2025-02-02T18:00:00+00:00,next_workday,0.7786,0.89,0.1114,0,False,train,synthetic
OUT-000251,ACT-000283,FAC-001,LINE-06,2025-02-03T18:00:00+00:00,next_workday,0.89,1.0271,0.1371,1,False,train,synthetic
OUT-000252,ACT-000284,FAC-001,LINE-06,2025-02-05T18:00:00+00:00,next_workday,0.8557,1.0,0.1443,1,False,train,synthetic
OUT-000253,ACT-000285,FAC-001,LINE-06,2025-02-08T18:00:00+00:00,next_workday,0.5286,0.5561,0.0276,0,False,train,synthetic
OUT-000254,ACT-000286,FAC-001,LINE-06,2025-02-09T18:00:00+00:00,next_workday,0.5561,0.9827,0.4265,0,False,train,synthetic
OUT-000255,ACT-000287,FAC-001,LINE-06,2025-02-16T18:00:00+00:00,next_workday,0.8582,0.8535,-0.0046,0,False,train,synthetic
OUT-000256,ACT-000288,FAC-001,LINE-06,2025-02-18T18:00:00+00:00,next_workday,0.625,1.0,0.375,1,False,train,synthetic
OUT-000257,ACT-000289,FAC-001,LINE-06,2025-02-20T18:00:00+00:00,next_workday,0.702,0.8306,0.1286,0,False,train,synthetic
OUT-000258,ACT-000290,FAC-001,LINE-06,2025-02-24T18:00:00+00:00,next_workday,0.9357,1.0204,0.0847,1,False,train,synthetic
OUT-000259,ACT-000292,FAC-001,LINE-06,2025-03-01T18:00:00+00:00,next_workday,0.8533,0.9908,0.1375,0,False,train,synthetic
OUT-000260,ACT-000293,FAC-001,LINE-06,2025-03-02T18:00:00+00:00,next_workday,0.9908,1.0,0.0092,1,False,train,synthetic
OUT-000261,ACT-000294,FAC-001,LINE-06,2025-03-04T18:00:00+00:00,next_workday,0.4543,0.7757,0.3214,0,False,train,synthetic
OUT-000262,ACT-000295,FAC-001,LINE-06,2025-03-05T18:00:00+00:00,next_workday,0.7757,0.8086,0.0329,0,False,train,synthetic
OUT-000263,ACT-000296,FAC-001,LINE-06,2025-03-10T18:00:00+00:00,next_workday,0.5745,0.899,0.3245,0,False,train,synthetic
OUT-000264,ACT-000297,FAC-001,LINE-06,2025-03-16T18:00:00+00:00,next_workday,0.9811,0.9286,-0.0526,0,False,train,synthetic
OUT-000265,ACT-000298,FAC-001,LINE-06,2025-03-19T18:00:00+00:00,next_workday,0.5687,0.791,0.2224,0,False,train,synthetic
OUT-000266,ACT-000299,FAC-001,LINE-06,2025-03-20T18:00:00+00:00,next_workday,0.791,0.9448,0.1537,0,False,train,synthetic
OUT-000267,ACT-000301,FAC-001,LINE-06,2025-03-26T18:00:00+00:00,next_workday,0.7149,0.8959,0.1811,0,False,train,synthetic
OUT-000268,ACT-000302,FAC-001,LINE-06,2025-03-31T18:00:00+00:00,next_workday,0.5959,0.9892,0.3932,0,False,train,synthetic
OUT-000269,ACT-000303,FAC-001,LINE-06,2025-04-02T18:00:00+00:00,next_workday,0.727,0.9556,0.2286,0,False,train,synthetic
OUT-000270,ACT-000304,FAC-001,LINE-06,2025-04-06T18:00:00+00:00,next_workday,0.6731,0.9163,0.2433,0,False,train,synthetic
OUT-000271,ACT-000305,FAC-001,LINE-06,2025-04-08T18:00:00+00:00,next_workday,0.9413,0.8567,-0.0846,0,False,train,synthetic
OUT-000272,ACT-000306,FAC-001,LINE-06,2025-04-09T18:00:00+00:00,next_workday,0.8567,0.9808,0.124,0,False,train,synthetic
OUT-000273,ACT-000307,FAC-001,LINE-06,2025-04-14T18:00:00+00:00,next_workday,0.6673,0.9635,0.2962,0,False,train,synthetic
OUT-000274,ACT-000309,FAC-001,LINE-06,2025-04-20T18:00:00+00:00,next_workday,0.9153,0.8288,-0.0864,0,False,train,synthetic
OUT-000275,ACT-000310,FAC-001,LINE-06,2025-04-21T18:00:00+00:00,next_workday,0.8288,0.9932,0.1644,0,False,train,synthetic
OUT-000276,ACT-000311,FAC-001,LINE-06,2025-04-30T18:00:00+00:00,next_workday,0.6582,0.8866,0.2284,0,False,train,synthetic
OUT-000277,ACT-000312,FAC-001,LINE-06,2025-05-05T18:00:00+00:00,next_workday,0.9348,1.0,0.0652,1,False,validation,synthetic
OUT-000278,ACT-000313,FAC-001,LINE-06,2025-05-07T18:00:00+00:00,next_workday,0.6486,0.9014,0.2527,0,False,validation,synthetic
OUT-000279,ACT-000314,FAC-001,LINE-06,2025-05-13T18:00:00+00:00,next_workday,0.9419,0.9351,-0.0068,0,False,validation,synthetic
OUT-000280,ACT-000315,FAC-001,LINE-06,2025-05-18T18:00:00+00:00,next_workday,0.6892,0.8747,0.1855,0,False,validation,synthetic
OUT-000281,ACT-000316,FAC-001,LINE-06,2025-05-25T18:00:00+00:00,next_workday,0.7364,0.9265,0.19,0,False,validation,synthetic
OUT-000282,ACT-000317,FAC-001,LINE-06,2025-05-26T18:00:00+00:00,next_workday,0.9265,1.0,0.0735,1,False,validation,synthetic
OUT-000283,ACT-000318,FAC-001,LINE-06,2025-05-28T18:00:00+00:00,next_workday,0.6607,0.8786,0.2179,0,False,validation,synthetic
OUT-000284,ACT-000320,FAC-001,LINE-06,2025-06-03T18:00:00+00:00,next_workday,0.9625,0.9821,0.0196,0,False,test,synthetic
OUT-000285,ACT-000321,FAC-001,LINE-06,2025-06-04T18:00:00+00:00,next_workday,0.9821,1.0018,0.0196,1,False,test,synthetic
OUT-000286,ACT-000322,FAC-001,LINE-06,2025-06-08T18:00:00+00:00,next_workday,0.9111,1.0,0.0889,1,False,test,synthetic
OUT-000287,ACT-000323,FAC-001,LINE-06,2025-06-10T18:00:00+00:00,next_workday,0.7432,0.927,0.1838,0,False,test,synthetic
OUT-000288,ACT-000324,FAC-001,LINE-06,2025-06-14T18:00:00+00:00,next_workday,0.9257,0.95,0.0243,0,False,test,synthetic
OUT-000289,ACT-000325,FAC-001,LINE-06,2025-06-18T18:00:00+00:00,next_workday,0.6014,0.87,0.2686,0,False,test,synthetic
OUT-000290,ACT-000326,FAC-001,LINE-06,2025-06-26T18:00:00+00:00,next_workday,0.6747,0.8133,0.1386,0,False,test,synthetic
OUT-000291,ACT-000327,FAC-001,LINE-06,2025-06-28T18:00:00+00:00,next_workday,0.8133,0.9711,0.1578,0,False,test,synthetic
OUT-000292,ACT-000328,FAC-001,LINE-07,2025-01-05T18:00:00+00:00,next_workday,0.6707,0.804,0.1333,0,False,train,synthetic
OUT-000293,ACT-000329,FAC-001,LINE-07,2025-01-06T18:00:00+00:00,next_workday,0.804,0.88,0.076,0,False,train,synthetic
OUT-000294,ACT-000330,FAC-001,LINE-07,2025-01-11T18:00:00+00:00,next_workday,0.9587,0.788,-0.1707,0,False,train,synthetic
OUT-000295,ACT-000331,FAC-001,LINE-07,2025-01-18T18:00:00+00:00,next_workday,0.6233,0.8629,0.2397,0,False,train,synthetic
OUT-000296,ACT-000332,FAC-001,LINE-07,2025-01-27T18:00:00+00:00,next_workday,0.8759,0.8588,-0.0171,0,False,train,synthetic
OUT-000297,ACT-000333,FAC-001,LINE-07,2025-01-28T18:00:00+00:00,next_workday,0.8588,0.9897,0.1309,0,False,train,synthetic
OUT-000298,ACT-000334,FAC-001,LINE-07,2025-01-29T18:00:00+00:00,next_workday,0.9897,1.0,0.0103,1,False,train,synthetic
OUT-000299,ACT-000335,FAC-001,LINE-07,2025-02-01T18:00:00+00:00,next_workday,0.63,0.8357,0.2057,0,False,train,synthetic
OUT-000300,ACT-000336,FAC-001,LINE-07,2025-02-05T18:00:00+00:00,next_workday,0.8871,0.99,0.1029,0,False,train,synthetic
OUT-000301,ACT-000337,FAC-001,LINE-07,2025-02-09T18:00:00+00:00,next_workday,0.8986,0.8364,-0.0622,0,False,train,synthetic
OUT-000302,ACT-000338,FAC-001,LINE-07,2025-02-10T18:00:00+00:00,next_workday,0.8364,0.8889,0.0525,0,False,train,synthetic
OUT-000303,ACT-000339,FAC-001,LINE-07,2025-02-11T18:00:00+00:00,next_workday,0.8889,1.0,0.1111,1,False,train,synthetic
OUT-000304,ACT-000340,FAC-001,LINE-07,2025-02-13T18:00:00+00:00,next_workday,0.7541,0.852,0.098,0,False,train,synthetic
OUT-000305,ACT-000341,FAC-001,LINE-07,2025-02-18T18:00:00+00:00,next_workday,0.7959,1.0337,0.2378,1,False,train,synthetic
OUT-000306,ACT-000342,FAC-001,LINE-07,2025-02-20T18:00:00+00:00,next_workday,0.8571,0.9571,0.1,0,False,train,synthetic
OUT-000307,ACT-000343,FAC-001,LINE-07,2025-02-24T18:00:00+00:00,next_workday,0.9191,1.0,0.0809,1,False,train,synthetic
OUT-000308,ACT-000345,FAC-001,LINE-07,2025-02-27T18:00:00+00:00,next_workday,0.8172,0.9336,0.1164,0,False,train,synthetic
OUT-000309,ACT-000346,FAC-001,LINE-07,2025-03-06T18:00:00+00:00,next_workday,0.9293,1.0,0.0707,1,False,train,synthetic
OUT-000310,ACT-000347,FAC-001,LINE-07,2025-03-09T18:00:00+00:00,next_workday,0.6164,0.8819,0.2655,0,False,train,synthetic
OUT-000311,ACT-000348,FAC-001,LINE-07,2025-03-11T18:00:00+00:00,next_workday,0.6983,1.0259,0.3276,1,False,train,synthetic
OUT-000312,ACT-000349,FAC-001,LINE-07,2025-03-17T18:00:00+00:00,next_workday,0.9888,1.0,0.0112,1,False,train,synthetic
OUT-000313,ACT-000351,FAC-001,LINE-07,2025-03-20T18:00:00+00:00,next_workday,0.8169,0.9771,0.1602,0,False,train,synthetic
OUT-000314,ACT-000352,FAC-001,LINE-07,2025-03-27T18:00:00+00:00,next_workday,0.5063,0.8063,0.3,0,False,train,synthetic
OUT-000315,ACT-000353,FAC-001,LINE-07,2025-03-29T18:00:00+00:00,next_workday,0.8063,0.8127,0.0063,0,False,train,synthetic
OUT-000316,ACT-000355,FAC-001,LINE-07,2025-03-31T18:00:00+00:00,next_workday,0.8886,1.0152,0.1266,1,False,train,synthetic
OUT-000317,ACT-000356,FAC-001,LINE-07,2025-04-02T18:00:00+00:00,next_workday,0.9367,0.9696,0.0329,0,False,train,synthetic
OUT-000318,ACT-000357,FAC-001,LINE-07,2025-04-03T18:00:00+00:00,next_workday,0.9696,0.7202,-0.2494,0,False,train,synthetic
OUT-000319,ACT-000358,FAC-001,LINE-07,2025-04-05T18:00:00+00:00,next_workday,0.7202,0.8696,0.1494,0,False,train,synthetic
OUT-000320,ACT-000359,FAC-001,LINE-07,2025-04-06T18:00:00+00:00,next_workday,0.8696,1.0,0.1304,1,False,train,synthetic
OUT-000321,ACT-000360,FAC-001,LINE-07,2025-04-08T18:00:00+00:00,next_workday,0.6699,0.453,-0.2169,0,False,train,synthetic
OUT-000322,ACT-000361,FAC-001,LINE-07,2025-04-09T18:00:00+00:00,next_workday,0.453,0.8916,0.4386,0,False,train,synthetic
OUT-000323,ACT-000362,FAC-001,LINE-07,2025-04-16T18:00:00+00:00,next_workday,0.9386,0.9964,0.0578,0,False,train,synthetic
OUT-000324,ACT-000363,FAC-001,LINE-07,2025-04-19T18:00:00+00:00,next_workday,0.9765,1.0,0.0235,1,False,train,synthetic
OUT-000325,ACT-000364,FAC-001,LINE-07,2025-04-21T18:00:00+00:00,next_workday,0.6545,0.8927,0.2382,0,False,train,synthetic
OUT-000326,ACT-000365,FAC-001,LINE-07,2025-04-22T18:00:00+00:00,next_workday,0.8927,0.9398,0.0472,0,False,train,synthetic
OUT-000327,ACT-000367,FAC-001,LINE-07,2025-05-03T18:00:00+00:00,next_workday,0.8966,1.0241,0.1276,1,False,validation,synthetic
OUT-000328,ACT-000368,FAC-001,LINE-07,2025-05-08T18:00:00+00:00,next_workday,0.7019,0.8038,0.1019,0,False,validation,synthetic
OUT-000329,ACT-000369,FAC-001,LINE-07,2025-05-10T18:00:00+00:00,next_workday,0.8038,0.9615,0.1577,0,False,validation,synthetic
OUT-000330,ACT-000370,FAC-001,LINE-07,2025-05-12T18:00:00+00:00,next_workday,0.8635,0.9096,0.0462,0,False,validation,synthetic
OUT-000331,ACT-000371,FAC-001,LINE-07,2025-05-13T18:00:00+00:00,next_workday,0.9096,1.0173,0.1077,1,False,validation,synthetic
OUT-000332,ACT-000372,FAC-001,LINE-07,2025-05-17T18:00:00+00:00,next_workday,0.9538,0.9381,-0.0158,0,False,validation,synthetic
OUT-000333,ACT-000373,FAC-001,LINE-07,2025-05-20T18:00:00+00:00,next_workday,0.5211,0.9008,0.3797,0,False,validation,synthetic
OUT-000334,ACT-000374,FAC-001,LINE-07,2025-06-01T18:00:00+00:00,next_workday,0.6318,0.9258,0.2939,0,False,validation,synthetic
OUT-000335,ACT-000375,FAC-001,LINE-07,2025-06-03T18:00:00+00:00,next_workday,0.9697,0.9652,-0.0045,0,False,test,synthetic
OUT-000336,ACT-000376,FAC-001,LINE-07,2025-06-04T18:00:00+00:00,next_workday,0.9652,1.0,0.0348,1,False,test,synthetic
OUT-000337,ACT-000377,FAC-001,LINE-07,2025-06-07T18:00:00+00:00,next_workday,0.6237,0.8,0.1763,0,False,test,synthetic
OUT-000338,ACT-000378,FAC-001,LINE-07,2025-06-14T18:00:00+00:00,next_workday,0.7342,1.0,0.2658,1,False,test,synthetic
OUT-000339,ACT-000379,FAC-001,LINE-07,2025-06-16T18:00:00+00:00,next_workday,0.7664,0.8534,0.0871,0,False,test,synthetic
OUT-000340,ACT-000380,FAC-001,LINE-07,2025-06-18T18:00:00+00:00,next_workday,0.8802,1.0069,0.1267,1,False,test,synthetic
OUT-000341,ACT-000381,FAC-001,LINE-07,2025-06-23T18:00:00+00:00,next_workday,0.9241,0.9759,0.0517,0,False,test,synthetic
OUT-000342,ACT-000382,FAC-001,LINE-07,2025-06-28T18:00:00+00:00,next_workday,0.6835,0.8823,0.1987,0,False,test,synthetic
OUT-000343,ACT-000383,FAC-001,LINE-07,2025-06-29T18:00:00+00:00,next_workday,0.8823,0.8392,-0.043,0,False,test,synthetic
OUT-000344,ACT-000384,FAC-001,LINE-07,2025-06-30T18:00:00+00:00,next_workday,0.8392,1.0089,0.1696,1,False,test,synthetic
OUT-000345,ACT-000385,FAC-001,LINE-08,2025-01-05T18:00:00+00:00,next_workday,0.6692,0.8895,0.2203,0,False,train,synthetic
OUT-000346,ACT-000386,FAC-001,LINE-08,2025-01-11T18:00:00+00:00,next_workday,0.5988,0.9073,0.3085,0,False,train,synthetic
OUT-000347,ACT-000388,FAC-001,LINE-08,2025-01-18T18:00:00+00:00,next_workday,0.9537,1.0122,0.0585,1,False,train,synthetic
OUT-000348,ACT-000389,FAC-001,LINE-08,2025-01-21T18:00:00+00:00,next_workday,0.6208,0.9062,0.2854,0,False,train,synthetic
OUT-000349,ACT-000391,FAC-001,LINE-08,2025-01-28T18:00:00+00:00,next_workday,0.9375,1.0,0.0625,1,False,train,synthetic
OUT-000350,ACT-000392,FAC-001,LINE-08,2025-01-30T18:00:00+00:00,next_workday,0.668,0.841,0.173,0,False,train,synthetic
OUT-000351,ACT-000393,FAC-001,LINE-08,2025-02-02T18:00:00+00:00,next_workday,0.566,0.964,0.398,0,False,train,synthetic
OUT-000352,ACT-000394,FAC-001,LINE-08,2025-02-06T18:00:00+00:00,next_workday,0.906,0.876,-0.03,0,False,train,synthetic
OUT-000353,ACT-000395,FAC-001,LINE-08,2025-02-08T18:00:00+00:00,next_workday,0.876,1.0,0.124,1,False,train,synthetic
OUT-000354,ACT-000397,FAC-001,LINE-08,2025-02-12T18:00:00+00:00,next_workday,0.9417,0.8688,-0.0729,0,False,train,synthetic
OUT-000355,ACT-000399,FAC-001,LINE-08,2025-02-17T18:00:00+00:00,next_workday,0.9792,0.8125,-0.1667,0,False,train,synthetic
OUT-000356,ACT-000400,FAC-001,LINE-08,2025-02-18T18:00:00+00:00,next_workday,0.8125,1.0,0.1875,1,False,train,synthetic
OUT-000357,ACT-000401,FAC-001,LINE-08,2025-02-20T18:00:00+00:00,next_workday,0.733,0.8239,0.0908,0,False,train,synthetic
OUT-000358,ACT-000402,FAC-001,LINE-08,2025-03-02T18:00:00+00:00,next_workday,0.8946,0.95,0.0554,0,False,train,synthetic
OUT-000359,ACT-000403,FAC-001,LINE-08,2025-03-05T18:00:00+00:00,next_workday,0.4564,0.9206,0.4642,0,False,train,synthetic
OUT-000360,ACT-000404,FAC-001,LINE-08,2025-03-12T18:00:00+00:00,next_workday,0.6523,0.8955,0.2432,0,False,train,synthetic
OUT-000361,ACT-000405,FAC-001,LINE-08,2025-03-17T18:00:00+00:00,next_workday,0.9245,0.951,0.0265,0,False,train,synthetic
OUT-000362,ACT-000406,FAC-001,LINE-08,2025-03-20T18:00:00+00:00,next_workday,0.9361,0.9807,0.0446,0,False,train,synthetic
OUT-000363,ACT-000407,FAC-001,LINE-08,2025-03-24T18:00:00+00:00,next_workday,0.6981,0.9269,0.2288,0,False,train,synthetic
OUT-000364,ACT-000408,FAC-001,LINE-08,2025-03-29T18:00:00+00:00,next_workday,0.8889,1.0,0.1111,1,False,train,synthetic
OUT-000365,ACT-000409,FAC-001,LINE-08,2025-03-31T18:00:00+00:00,next_workday,0.7189,0.9041,0.1851,0,False,train,synthetic
OUT-000366,ACT-000410,FAC-001,LINE-08,2025-04-09T18:00:00+00:00,next_workday,0.9973,1.0,0.0027,1,False,train,synthetic
OUT-000367,ACT-000411,FAC-001,LINE-08,2025-04-12T18:00:00+00:00,next_workday,0.6691,0.7782,0.1091,0,False,train,synthetic
OUT-000368,ACT-000412,FAC-001,LINE-08,2025-04-13T18:00:00+00:00,next_workday,0.7782,0.9345,0.1564,0,False,train,synthetic
OUT-000369,ACT-000413,FAC-001,LINE-08,2025-04-14T18:00:00+00:00,next_workday,0.9345,1.02,0.0855,1,False,train,synthetic
OUT-000370,ACT-000414,FAC-001,LINE-08,2025-04-21T18:00:00+00:00,next_workday,0.9109,1.0,0.0891,1,False,train,synthetic
OUT-000371,ACT-000415,FAC-001,LINE-08,2025-04-27T18:00:00+00:00,next_workday,0.9368,0.9776,0.0408,0,False,train,synthetic
OUT-000372,ACT-000416,FAC-001,LINE-08,2025-04-30T18:00:00+00:00,next_workday,0.6135,0.7885,0.175,0,False,train,synthetic
OUT-000373,ACT-000417,FAC-001,LINE-08,2025-05-01T18:00:00+00:00,next_workday,0.7885,0.9106,0.1221,0,False,train,synthetic
OUT-000374,ACT-000418,FAC-001,LINE-08,2025-05-05T18:00:00+00:00,next_workday,0.9837,0.8481,-0.1356,0,False,validation,synthetic
OUT-000375,ACT-000419,FAC-001,LINE-08,2025-05-06T18:00:00+00:00,next_workday,0.8481,0.9663,0.1183,0,False,validation,synthetic
