material_status_id,factory_id,work_date,order_id,material_code,required_qty,available_qty,expected_at,status,data_split,dataset_provenance
MAT-000257,FAC-001,2025-05-04,ORD-02-013,shell_fabric,2641.3,2846.5,,available,validation,synthetic
MAT-000258,FAC-001,2025-05-05,ORD-02-013,zipper,3197.3,3208.5,,available,validation,synthetic
MAT-000259,FAC-001,2025-05-06,ORD-02-013,sewing_thread,3061.3,3417.4,,available,validation,synthetic
MAT-000260,FAC-001,2025-05-07,ORD-02-013,zipper,1331.6,1394.0,,available,validation,synthetic
MAT-000261,FAC-001,2025-05-08,ORD-02-013,buttons,630.6,631.5,,available,validation,synthetic
MAT-000262,FAC-001,2025-05-10,ORD-02-013,zipper,100.0,106.7,,available,validation,synthetic
MAT-000263,FAC-001,2025-05-11,ORD-02-014,labels,1077.0,1171.6,,available,validation,synthetic
MAT-000264,FAC-001,2025-05-12,ORD-02-014,sewing_thread,1104.1,1132.6,,available,validation,synthetic
MAT-000265,FAC-001,2025-05-13,ORD-02-014,buttons,1129.5,1232.8,,available,validation,synthetic
MAT-000266,FAC-001,2025-05-14,ORD-02-014,zipper,1273.4,1300.4,,available,validation,synthetic
MAT-000267,FAC-001,2025-05-15,ORD-02-014,buttons,605.5,645.2,,available,validation,synthetic
MAT-000268,FAC-001,2025-05-17,ORD-02-014,shell_fabric,302.5,330.1,,available,validation,synthetic
MAT-000269,FAC-001,2025-05-18,ORD-02-014,sewing_thread,100.0,85.2,2025-05-18T09:00:00+00:00,minor,validation,synthetic
MAT-000270,FAC-001,2025-05-19,ORD-02-014,shell_fabric,100.0,108.8,,available,validation,synthetic
MAT-000271,FAC-001,2025-05-20,ORD-02-014,zipper,100.0,109.7,,available,validation,synthetic
MAT-000272,FAC-001,2025-05-21,ORD-02-015,sewing_thread,3229.7,3571.9,,available,validation,synthetic
MAT-000273,FAC-001,2025-05-22,ORD-02-015,buttons,2899.2,2959.1,,available,validation,synthetic
MAT-000274,FAC-001,2025-05-24,ORD-02-015,sewing_thread,3131.2,3225.3,,available,validation,synthetic
MAT-000275,FAC-001,2025-05-25,ORD-02-015,buttons,4543.1,4910.5,,available,validation,synthetic
MAT-000276,FAC-001,2025-05-26,ORD-02-015,sewing_thread,2917.6,2947.1,,available,validation,synthetic
MAT-000277,FAC-001,2025-05-27,ORD-02-015,sewing_thread,2124.2,2182.5,,available,validation,synthetic
MAT-000278,FAC-001,2025-05-28,ORD-02-015,buttons,1023.0,1128.8,,available,validation,synthetic
MAT-000279,FAC-001,2025-05-29,ORD-02-015,sewing_thread,606.0,648.5,,available,validation,synthetic
MAT-000280,FAC-001,2025-05-31,ORD-02-016,buttons,2467.8,2607.2,,available,validation,synthetic
MAT-000281,FAC-001,2025-06-01,ORD-02-016,zipper,2340.1,2518.7,,available,test,synthetic
MAT-000282,FAC-001,2025-06-02,ORD-02-016,sewing_thread,1404.4,1535.9,,available,test,synthetic
MAT-000283,FAC-001,2025-06-03,ORD-02-016,sewing_thread,1089.6,1150.8,,available,test,synthetic
MAT-000284,FAC-001,2025-06-04,ORD-02-016,labels,522.3,546.4,,available,test,synthetic
MAT-000285,FAC-001,2025-06-05,ORD-02-016,labels,111.0,122.8,,available,test,synthetic
MAT-000286,FAC-001,2025-06-07,ORD-02-016,buttons,100.0,73.6,2025-06-07T09:00:00+00:00,minor,test,synthetic
MAT-000287,FAC-001,2025-06-08,ORD-02-016,buttons,100.0,102.9,,available,test,synthetic
MAT-000288,FAC-001,2025-06-09,ORD-02-016,shell_fabric,100.0,78.9,2025-06-09T09:00:00+00:00,minor,test,synthetic
MAT-000289,FAC-001,2025-06-10,ORD-02-017,buttons,2236.1,2366.9,,available,test,synthetic
MAT-000290,FAC-001,2025-06-11,ORD-02-017,sewing_thread,4329.3,4829.6,,available,test,synthetic
MAT-000291,FAC-001,2025-06-12,ORD-02-017,labels,3866.7,1817.4,2025-06-14T09:00:00+00:00,critical,test,synthetic
MAT-000292,FAC-001,2025-06-14,ORD-02-017,buttons,2210.1,2370.7,,available,test,synthetic
MAT-000293,FAC-001,2025-06-15,ORD-02-017,shell_fabric,2012.7,2037.7,,available,test,synthetic
MAT-000294,FAC-001,2025-06-16,ORD-02-017,sewing_thread,1320.1,1397.8,,available,test,synthetic
MAT-000295,FAC-001,2025-06-17,ORD-02-017,buttons,1181.6,1289.4,,available,test,synthetic
MAT-000296,FAC-001,2025-06-18,ORD-02-017,zipper,421.4,422.9,,available,test,synthetic
MAT-000297,FAC-001,2025-06-19,ORD-02-018,shell_fabric,2361.5,2364.4,,available,test,synthetic
MAT-000298,FAC-001,2025-06-21,ORD-02-018,shell_fabric,5021.4,3727.9,2025-06-21T09:00:00+00:00,minor,test,synthetic
MAT-000299,FAC-001,2025-06-22,ORD-02-018,zipper,3700.5,2677.6,2025-06-22T09:00:00+00:00,minor,test,synthetic
MAT-000300,FAC-001,2025-06-23,ORD-02-018,sewing_thread,3060.0,3266.2,,available,test,synthetic
MAT-000301,FAC-001,2025-06-24,ORD-02-018,labels,3122.5,3392.5,,available,test,synthetic
MAT-000302,FAC-001,2025-06-25,ORD-02-018,labels,1551.9,1618.3,,available,test,synthetic
MAT-000303,FAC-001,2025-06-26,ORD-02-018,shell_fabric,2305.7,2393.4,,available,test,synthetic
MAT-000304,FAC-001,2025-06-28,ORD-02-018,sewing_thread,924.7,929.6,,available,test,synthetic
MAT-000305,FAC-001,2025-06-29,ORD-02-018,sewing_thread,1125.0,1243.0,,available,test,synthetic
MAT-000306,FAC-001,2025-06-30,ORD-02-018,buttons,687.5,714.9,,available,test,synthetic
MAT-000307,FAC-001,2025-01-04,ORD-03-001,buttons,2617.7,2777.8,,available,train,synthetic
MAT-000308,FAC-001,2025-01-05,ORD-03-001,sewing_thread,2402.7,2461.5,,available,train,synthetic
MAT-000309,FAC-001,2025-01-06,ORD-03-001,zipper,1578.3,1739.6,,available,train,synthetic
MAT-000310,FAC-001,2025-01-07,ORD-03-001,sewing_thread,1225.0,1340.0,,available,train,synthetic
MAT-000311,FAC-001,2025-01-08,ORD-03-001,shell_fabric,865.1,924.4,,available,train,synthetic
MAT-000312,FAC-001,2025-01-09,ORD-03-001,shell_fabric,325.8,299.3,2025-01-09T09:00:00+00:00,minor,train,synthetic
MAT-000313,FAC-001,2025-01-11,ORD-03-001,sewing_thread,100.0,102.1,,available,train,synthetic
MAT-000314,FAC-001,2025-01-12,ORD-03-001,shell_fabric,100.0,101.6,,available,train,synthetic
MAT-000315,FAC-001,2025-01-13,ORD-03-002,buttons,3345.0,3420.7,,available,train,synthetic
MAT-000316,FAC-001,2025-01-14,ORD-03-002,sewing_thread,1450.8,1503.4,,available,train,synthetic
MAT-000317,FAC-001,2025-01-15,ORD-03-002,buttons,1775.0,1881.6,,available,train,synthetic
MAT-000318,FAC-001,2025-01-16,ORD-03-002,shell_fabric,1090.3,1098.8,,available,train,synthetic
MAT-000319,FAC-001,2025-01-18,ORD-03-002,buttons,253.4,269.5,,available,train,synthetic
MAT-000320,FAC-001,2025-01-19,ORD-03-002,shell_fabric,100.0,102.7,,available,train,synthetic
MAT-000321,FAC-001,2025-01-20,ORD-03-002,shell_fabric,100.0,109.8,,available,train,synthetic
MAT-000322,FAC-001,2025-01-21,ORD-03-003,labels,3742.9,2939.8,2025-01-21T09:00:00+00:00,minor,train,synthetic
MAT-000323,FAC-001,2025-01-22,ORD-03-003,labels,5248.3,5440.0,,available,train,synthetic
MAT-000324,FAC-001,2025-01-23,ORD-03-003,shell_fabric,3826.5,3900.7,,available,train,synthetic
MAT-000325,FAC-001,2025-01-25,ORD-03-003,zipper,1632.4,1742.9,,available,train,synthetic
MAT-000326,FAC-001,2025-01-26,ORD-03-003,buttons,2538.8,2712.9,,available,train,synthetic
MAT-000327,FAC-001,2025-01-27,ORD-03-003,buttons,1599.2,1759.0,,available,train,synthetic
MAT-000328,FAC-001,2025-01-28,ORD-03-003,zipper,870.9,910.4,,available,train,synthetic
MAT-000329,FAC-001,2025-01-29,ORD-03-003,labels,100.0,106.2,,available,train,synthetic
MAT-000330,FAC-001,2025-01-30,ORD-03-003,sewing_thread,100.0,107.8,,available,train,synthetic
MAT-000331,FAC-001,2025-02-01,ORD-03-004,shell_fabric,4360.1,4446.4,,available,train,synthetic
MAT-000332,FAC-001,2025-02-02,ORD-03-004,zipper,1962.3,2102.5,,available,train,synthetic
MAT-000333,FAC-001,2025-02-03,ORD-03-004,shell_fabric,4070.6,4137.6,,available,train,synthetic
MAT-000334,FAC-001,2025-02-04,ORD-03-004,shell_fabric,3182.5,3382.9,,available,train,synthetic
MAT-000335,FAC-001,2025-02-05,ORD-03-004,sewing_thread,2954.6,3295.7,,available,train,synthetic
MAT-000336,FAC-001,2025-02-06,ORD-03-004,labels,1085.2,1155.5,,available,train,synthetic
MAT-000337,FAC-001,2025-02-08,ORD-03-004,labels,1268.6,479.4,2025-02-09T09:00:00+00:00,critical,train,synthetic
MAT-000338,FAC-001,2025-02-09,ORD-03-004,sewing_thread,1380.3,1447.3,,available,train,synthetic
MAT-000339,FAC-001,2025-02-10,ORD-03-004,sewing_thread,1146.6,1281.3,,available,train,synthetic
MAT-000340,FAC-001,2025-02-11,ORD-03-004,shell_fabric,413.9,431.1,,available,train,synthetic
MAT-000341,FAC-001,2025-02-12,ORD-03-004,sewing_thread,336.0,370.8,,available,train,synthetic
MAT-000342,FAC-001,2025-02-13,ORD-03-004,shell_fabric,100.0,103.3,,available,train,synthetic
MAT-000343,FAC-001,2025-02-15,ORD-03-004,buttons,100.0,106.5,,available,train,synthetic
MAT-000344,FAC-001,2025-02-16,ORD-03-005,zipper,1981.6,2059.6,,available,train,synthetic
MAT-000345,FAC-001,2025-02-17,ORD-03-005,sewing_thread,1170.5,1223.2,,available,train,synthetic
MAT-000346,FAC-001,2025-02-18,ORD-03-005,buttons,1128.0,1191.4,,available,train,synthetic
MAT-000347,FAC-001,2025-02-19,ORD-03-005,sewing_thread,624.3,657.3,,available,train,synthetic
MAT-000348,FAC-001,2025-02-20,ORD-03-005,zipper,138.0,152.5,,available,train,synthetic
MAT-000349,FAC-001,2025-02-22,ORD-03-005,buttons,100.0,107.8,,available,train,synthetic
MAT-000350,FAC-001,2025-02-23,ORD-03-005,zipper,100.0,111.3,,available,train,synthetic
MAT-000351,FAC-001,2025-02-24,ORD-03-006,labels,6599.0,7368.9,,available,train,synthetic
MAT-000352,FAC-001,2025-02-25,ORD-03-006,zipper,5196.8,5595.3,,available,train,synthetic
MAT-000353,FAC-001,2025-02-26,ORD-03-006,labels,2537.6,2671.0,,available,train,synthetic
MAT-000354,FAC-001,2025-02-27,ORD-03-006,labels,3688.9,3938.0,,available,train,synthetic
MAT-000355,FAC-001,2025-03-01,ORD-03-006,labels,1729.3,1917.6,,available,train,synthetic
MAT-000356,FAC-001,2025-03-02,ORD-03-006,zipper,2704.2,2850.9,,available,train,synthetic
MAT-000357,FAC-001,2025-03-03,ORD-03-006,zipper,1471.8,1512.0,,available,train,synthetic
MAT-000358,FAC-001,2025-03-04,ORD-03-006,labels,864.2,900.5,,available,train,synthetic
MAT-000359,FAC-001,2025-03-05,ORD-03-006,sewing_thread,109.0,115.5,,available,train,synthetic
MAT-000360,FAC-001,2025-03-06,ORD-03-007,labels,992.1,1097.9,,available,train,synthetic
MAT-000361,FAC-001,2025-03-08,ORD-03-007,labels,1473.2,1581.0,,available,train,synthetic
MAT-000362,FAC-001,2025-03-09,ORD-03-007,buttons,1082.2,532.7,2025-03-10T09:00:00+00:00,critical,train,synthetic
MAT-000363,FAC-001,2025-03-10,ORD-03-007,labels,895.1,945.1,,available,train,synthetic
MAT-000364,FAC-001,2025-03-11,ORD-03-007,sewing_thread,496.6,517.0,,available,train,synthetic
MAT-000365,FAC-001,2025-03-12,ORD-03-007,buttons,331.7,360.3,,available,train,synthetic
MAT-000366,FAC-001,2025-03-13,ORD-03-007,sewing_thread,186.3,191.8,,available,train,synthetic
MAT-000367,FAC-001,2025-03-15,ORD-03-007,sewing_thread,100.0,109.7,,available,train,synthetic
MAT-000368,FAC-001,2025-03-16,ORD-03-008,labels,7581.5,8170.9,,available,train,synthetic
MAT-000369,FAC-001,2025-03-17,ORD-03-008,shell_fabric,7404.9,7732.7,,available,train,synthetic
MAT-000370,FAC-001,2025-03-18,ORD-03-008,sewing_thread,7115.9,7416.0,,available,train,synthetic
MAT-000371,FAC-001,2025-03-19,ORD-03-008,buttons,6018.4,6107.1,,available,train,synthetic
MAT-000372,FAC-001,2025-03-20,ORD-03-008,labels,3164.9,3263.5,,available,train,synthetic
MAT-000373,FAC-001,2025-03-22,ORD-03-008,labels,1739.0,1927.3,,available,train,synthetic
MAT-000374,FAC-001,2025-03-23,ORD-03-008,sewing_thread,3061.8,3231.9,,available,train,synthetic
MAT-000375,FAC-001,2025-03-24,ORD-03-008,labels,2018.6,2237.9,,available,train,synthetic
MAT-000376,FAC-001,2025-03-25,ORD-03-008,buttons,1272.7,1364.5,,available,train,synthetic
MAT-000377,FAC-001,2025-03-26,ORD-03-008,shell_fabric,208.1,224.0,,available,train,synthetic
MAT-000378,FAC-001,2025-03-27,ORD-03-008,zipper,100.0,102.7,,available,train,synthetic
MAT-000379,FAC-001,2025-03-29,ORD-03-009,shell_fabric,4035.4,4060.3,,available,train,synthetic
MAT-000380,FAC-001,2025-03-30,ORD-03-009,sewing_thread,2852.9,3189.9,,available,train,synthetic
MAT-000381,FAC-001,2025-03-31,ORD-03-009,shell_fabric,1221.9,1317.0,,available,train,synthetic
MAT-000382,FAC-001,2025-04-01,ORD-03-009,shell_fabric,1537.3,1540.0,,available,train,synthetic
MAT-000383,FAC-001,2025-04-02,ORD-03-009,buttons,601.0,547.8,2025-04-02T09:00:00+00:00,minor,train,synthetic
MAT-000384,FAC-001,2025-04-03,ORD-03-009,sewing_thread,126.4,133.5,,available,train,synthetic
MAT-000385,FAC-001,2025-04-05,ORD-03-010,sewing_thread,1340.8,1447.5,,available,train,synthetic
MAT-000386,FAC-001,2025-04-06,ORD-03-010,labels,1258.3,1334.3,,available,train,synthetic
MAT-000387,FAC-001,2025-04-07,ORD-03-010,sewing_thread,463.1,495.9,,available,train,synthetic
MAT-000388,FAC-001,2025-04-08,ORD-03-010,sewing_thread,787.3,653.9,2025-04-08T09:00:00+00:00,minor,train,synthetic
MAT-000389,FAC-001,2025-04-09,ORD-03-010,zipper,427.9,465.2,,available,train,synthetic
MAT-000390,FAC-001,2025-04-10,ORD-03-010,buttons,104.0,107.1,,available,train,synthetic
MAT-000391,FAC-001,2025-04-12,ORD-03-010,buttons,100.0,105.9,,available,train,synthetic
MAT-000392,FAC-001,2025-04-13,ORD-03-010,sewing_thread,100.0,51.5,2025-04-14T09:00:00+00:00,critical,train,synthetic
MAT-000393,FAC-001,2025-04-14,ORD-03-010,sewing_thread,100.0,100.9,,available,train,synthetic
MAT-000394,FAC-001,2025-04-15,ORD-03-011,shell_fabric,2037.6,2080.3,,available,train,synthetic
MAT-000395,FAC-001,2025-04-16,ORD-03-011,zipper,1913.8,1990.8,,available,train,synthetic
MAT-000396,FAC-001,2025-04-17,ORD-03-011,labels,1987.4,2046.8,,available,train,synthetic
MAT-000397,FAC-001,2025-04-19,ORD-03-011,shell_fabric,1236.6,1038.5,2025-04-19T09:00:00+00:00,minor,train,synthetic
MAT-000398,FAC-001,2025-04-20,ORD-03-011,zipper,321.1,143.2,2025-04-21T09:00:00+00:00,critical,train,synthetic
MAT-000399,FAC-001,2025-04-21,ORD-03-011,labels,147.3,152.0,,available,train,synthetic
MAT-000400,FAC-001,2025-04-22,ORD-03-011,zipper,100.0,111.3,,available,train,synthetic
MAT-000401,FAC-001,2025-04-23,ORD-03-012,buttons,3298.8,3511.7,,available,train,synthetic
MAT-000402,FAC-001,2025-04-24,ORD-03-012,zipper,3083.6,2537.1,2025-04-24T09:00:00+00:00,minor,train,synthetic
MAT-000403,FAC-001,2025-04-26,ORD-03-012,sewing_thread,3933.1,4247.4,,available,train,synthetic
MAT-000404,FAC-001,2025-04-27,ORD-03-012,labels,1899.3,2029.3,,available,train,synthetic
MAT-000405,FAC-001,2025-04-28,ORD-03-012,sewing_thread,2466.0,2481.5,,available,train,synthetic
MAT-000406,FAC-001,2025-04-29,ORD-03-012,buttons,2359.5,2453.2,,available,train,synthetic
MAT-000407,FAC-001,2025-04-30,ORD-03-012,zipper,1805.1,1915.5,,available,train,synthetic
MAT-000408,FAC-001,2025-05-01,ORD-03-012,sewing_thread,1381.7,1452.3,,available,validation,synthetic
MAT-000409,FAC-001,2025-05-03,ORD-03-012,shell_fabric,534.3,574.6,,available,validation,synthetic
MAT-000410,FAC-001,2025-05-04,ORD-03-012,shell_fabric,298.2,318.9,,available,validation,synthetic
MAT-000411,FAC-001,2025-05-05,ORD-03-012,zipper,100.0,105.0,,available,validation,synthetic
MAT-000412,FAC-001,2025-05-06,ORD-03-012,buttons,100.0,101.2,,available,validation,synthetic
MAT-000413,FAC-001,2025-05-07,ORD-03-013,sewing_thread,2943.1,3286.1,,available,validation,synthetic
MAT-000414,FAC-001,2025-05-08,ORD-03-013,shell_fabric,2917.5,3121.0,,available,validation,synthetic
MAT-000415,FAC-001,2025-05-10,ORD-03-013,buttons,3031.5,3208.6,,available,validation,synthetic
MAT-000416,FAC-001,2025-05-11,ORD-03-013,shell_fabric,2318.5,2373.4,,available,validation,synthetic
MAT-000417,FAC-001,2025-05-12,ORD-03-013,zipper,1296.5,1338.0,,available,validation,synthetic
MAT-000418,FAC-001,2025-05-13,ORD-03-013,sewing_thread,1971.4,2158.0,,available,validation,synthetic
MAT-000419,FAC-001,2025-05-14,ORD-03-013,zipper,1385.1,1403.6,,available,validation,synthetic
MAT-000420,FAC-001,2025-05-15,ORD-03-013,sewing_thread,804.6,879.9,,available,validation,synthetic
MAT-000421,FAC-001,2025-05-17,ORD-03-013,labels,956.6,1060.9,,available,validation,synthetic
MAT-000422,FAC-001,2025-05-18,ORD-03-013,labels,333.8,301.5,2025-05-18T09:00:00+00:00,minor,validation,synthetic
MAT-000423,FAC-001,2025-05-19,ORD-03-013,buttons,241.8,260.5,,available,validation,synthetic
MAT-000424,FAC-001,2025-05-20,ORD-03-013,zipper,100.0,109.5,,available,validation,synthetic
MAT-000425,FAC-001,2025-05-21,ORD-03-014,buttons,6538.9,5762.0,2025-05-21T09:00:00+00:00,minor,validation,synthetic
MAT-000426,FAC-001,2025-05-22,ORD-03-014,labels,6682.6,6926.3,,available,validation,synthetic
MAT-000427,FAC-001,2025-05-24,ORD-03-014,sewing_thread,5324.0,5486.0,,available,validation,synthetic
MAT-000428,FAC-001,2025-05-25,ORD-03-014,shell_fabric,4453.8,4852.7,,available,validation,synthetic
MAT-000429,FAC-001,2025-05-26,ORD-03-014,buttons,3100.2,3253.6,,available,validation,synthetic
MAT-000430,FAC-001,2025-05-27,ORD-03-014,zipper,3754.0,4172.5,,available,validation,synthetic
MAT-000431,FAC-001,2025-05-28,ORD-03-014,shell_fabric,1750.9,1891.5,,available,validation,synthetic
MAT-000432,FAC-001,2025-05-29,ORD-03-014,zipper,980.6,990.1,,available,validation,synthetic
MAT-000433,FAC-001,2025-05-31,ORD-03-014,labels,1127.9,1178.3,,available,validation,synthetic
MAT-000434,FAC-001,2025-06-01,ORD-03-014,zipper,151.3,166.7,,available,test,synthetic
MAT-000435,FAC-001,2025-06-02,ORD-03-015,zipper,7489.4,7620.8,,available,test,synthetic
MAT-000436,FAC-001,2025-06-03,ORD-03-015,shell_fabric,5548.4,5633.2,,available,test,synthetic
MAT-000437,FAC-001,2025-06-04,ORD-03-015,buttons,3679.9,3880.5,,available,test,synthetic
MAT-000438,FAC-001,2025-06-05,ORD-03-015,labels,5717.8,6075.7,,available,test,synthetic
MAT-000439,FAC-001,2025-06-07,ORD-03-015,shell_fabric,2346.3,2539.9,,available,test,synthetic
MAT-000440,FAC-001,2025-06-08,ORD-03-015,buttons,1939.7,2171.0,,available,test,synthetic
MAT-000441,FAC-001,2025-06-09,ORD-03-015,buttons,2388.1,2401.0,,available,test,synthetic
MAT-000442,FAC-001,2025-06-10,ORD-03-015,zipper,1199.1,1234.0,,available,test,synthetic
MAT-000443,FAC-001,2025-06-11,ORD-03-015,zipper,692.6,697.4,,available,test,synthetic
MAT-000444,FAC-001,2025-06-12,ORD-03-015,labels,335.8,126.7,2025-06-14T09:00:00+00:00,critical,test,synthetic
MAT-000445,FAC-001,2025-06-14,ORD-03-015,shell_fabric,107.0,117.7,,available,test,synthetic
MAT-000446,FAC-001,2025-06-15,ORD-03-016,sewing_thread,3159.4,3510.0,,available,test,synthetic
MAT-000447,FAC-001,2025-06-16,ORD-03-016,sewing_thread,1387.5,1422.6,,available,test,synthetic
MAT-000448,FAC-001,2025-06-17,ORD-03-016,shell_fabric,2429.8,2627.1,,available,test,synthetic
MAT-000449,FAC-001,2025-06-18,ORD-03-016,buttons,2144.0,1824.2,2025-06-18T09:00:00+00:00,minor,test,synthetic
MAT-000450,FAC-001,2025-06-19,ORD-03-016,labels,1738.0,1842.4,,available,test,synthetic
MAT-000451,FAC-001,2025-06-21,ORD-03-016,zipper,1724.3,1817.2,,available,test,synthetic
MAT-000452,FAC-001,2025-06-22,ORD-03-016,shell_fabric,1291.3,1376.0,,available,test,synthetic
MAT-000453,FAC-001,2025-06-23,ORD-03-016,zipper,724.3,727.1,,available,test,synthetic
MAT-000454,FAC-001,2025-06-24,ORD-03-016,buttons,622.1,626.2,,available,test,synthetic
MAT-000455,FAC-001,2025-06-25,ORD-03-016,zipper,149.8,164.5,,available,test,synthetic
MAT-000456,FAC-001,2025-06-26,ORD-03-016,zipper,100.0,102.6,,available,test,synthetic
MAT-000457,FAC-001,2025-06-28,ORD-03-016,shell_fabric,100.0,107.4,,available,test,synthetic
MAT-000458,FAC-001,2025-06-29,ORD-03-017,buttons,2580.2,2328.4,2025-06-29T09:00:00+00:00,minor,test,synthetic
MAT-000459,FAC-001,2025-06-30,ORD-03-017,labels,3299.6,3602.5,,available,test,synthetic
MAT-000460,FAC-001,2025-01-04,ORD-04-001,labels,1658.7,1815.0,,available,train,synthetic
MAT-000461,FAC-001,2025-01-05,ORD-04-001,sewing_thread,1398.9,1564.0,,available,train,synthetic
MAT-000462,FAC-001,2025-01-06,ORD-04-001,buttons,1071.5,1114.7,,available,train,synthetic
MAT-000463,FAC-001,2025-01-07,ORD-04-001,sewing_thread,1761.4,1794.5,,available,train,synthetic
MAT-000464,FAC-001,2025-01-08,ORD-04-001,buttons,1440.1,1518.5,,available,train,synthetic
MAT-000465,FAC-001,2025-01-09,ORD-04-001,labels,767.3,823.7,,available,train,synthetic
MAT-000466,FAC-001,2025-01-11,ORD-04-001,sewing_thread,444.3,494.7,,available,train,synthetic
MAT-000467,FAC-001,2025-01-12,ORD-04-001,sewing_thread,268.0,269.2,,available,train,synthetic
MAT-000468,FAC-001,2025-01-13,ORD-04-001,zipper,110.1,114.7,,available,train,synthetic
MAT-000469,FAC-001,2025-01-14,ORD-04-001,sewing_thread,100.0,103.6,,available,train,synthetic
MAT-000470,FAC-001,2025-01-15,ORD-04-002,buttons,1420.4,794.8,2025-01-16T09:00:00+00:00,critical,train,synthetic
MAT-000471,FAC-001,2025-01-16,ORD-04-002,shell_fabric,1270.9,1341.4,,available,train,synthetic
MAT-000472,FAC-001,2025-01-18,ORD-04-002,buttons,1875.0,1974.6,,available,train,synthetic
MAT-000473,FAC-001,2025-01-19,ORD-04-002,sewing_thread,851.9,931.1,,available,train,synthetic
MAT-000474,FAC-001,2025-01-20,ORD-04-002,labels,685.4,694.0,,available,train,synthetic
MAT-000475,FAC-001,2025-01-21,ORD-04-002,shell_fabric,354.1,373.7,,available,train,synthetic
MAT-000476,FAC-001,2025-01-22,ORD-04-003,buttons,973.7,1022.3,,available,train,synthetic
MAT-000477,FAC-001,2025-01-23,ORD-04-003,labels,1020.8,820.6,2025-01-23T09:00:00+00:00,minor,train,synthetic
MAT-000478,FAC-001,2025-01-25,ORD-04-003,labels,721.6,744.6,,available,train,synthetic
MAT-000479,FAC-001,2025-01-26,ORD-04-003,shell_fabric,385.7,424.0,,available,train,synthetic
MAT-000480,FAC-001,2025-01-27,ORD-04-003,labels,194.4,210.3,,available,train,synthetic
MAT-000481,FAC-001,2025-01-28,ORD-04-004,buttons,1242.0,988.1,2025-01-28T09:00:00+00:00,minor,train,synthetic
MAT-000482,FAC-001,2025-01-29,ORD-04-004,shell_fabric,1053.2,1120.0,,available,train,synthetic
MAT-000483,FAC-001,2025-01-30,ORD-04-004,zipper,1014.2,1046.1,,available,train,synthetic
MAT-000484,FAC-001,2025-02-01,ORD-04-004,labels,956.5,1044.7,,available,train,synthetic
MAT-000485,FAC-001,2025-02-02,ORD-04-004,labels,1239.4,1029.2,2025-02-02T09:00:00+00:00,minor,train,synthetic
MAT-000486,FAC-001,2025-02-03,ORD-04-004,sewing_thread,471.8,511.9,,available,train,synthetic
MAT-000487,FAC-001,2025-02-04,ORD-04-004,zipper,457.7,482.5,,available,train,synthetic
MAT-000488,FAC-001,2025-02-05,ORD-04-004,shell_fabric,169.2,92.3,2025-02-06T09:00:00+00:00,critical,train,synthetic
MAT-000489,FAC-001,2025-02-06,ORD-04-004,labels,100.0,111.5,,available,train,synthetic
MAT-000490,FAC-001,2025-02-08,ORD-04-005,zipper,1934.6,2129.3,,available,train,synthetic
MAT-000491,FAC-001,2025-02-09,ORD-04-005,buttons,1791.9,1885.0,,available,train,synthetic
MAT-000492,FAC-001,2025-02-10,ORD-04-005,zipper,2060.3,2268.1,,available,train,synthetic
MAT-000493,FAC-001,2025-02-11,ORD-04-005,buttons,1018.8,1060.9,,available,train,synthetic
MAT-000494,FAC-001,2025-02-12,ORD-04-005,sewing_thread,683.1,721.6,,available,train,synthetic
MAT-000495,FAC-001,2025-02-13,ORD-04-005,shell_fabric,1348.4,1451.6,,available,train,synthetic
MAT-000496,FAC-001,2025-02-15,ORD-04-005,sewing_thread,627.1,693.6,,available,train,synthetic
MAT-000497,FAC-001,2025-02-16,ORD-04-005,zipper,321.2,322.9,,available,train,synthetic
MAT-000498,FAC-001,2025-02-17,ORD-04-005,zipper,207.7,212.2,,available,train,synthetic
MAT-000499,FAC-001,2025-02-18,ORD-04-005,buttons,100.0,103.3,,available,train,synthetic
MAT-000500,FAC-001,2025-02-19,ORD-04-005,labels,100.0,106.9,,available,train,synthetic
MAT-000501,FAC-001,2025-02-20,ORD-04-006,buttons,1531.5,1609.9,,available,train,synthetic
MAT-000502,FAC-001,2025-02-22,ORD-04-006,labels,2001.8,2210.8,,available,train,synthetic
MAT-000503,FAC-001,2025-02-23,ORD-04-006,sewing_thread,1551.7,1590.6,,available,train,synthetic
MAT-000504,FAC-001,2025-02-24,ORD-04-006,labels,1618.5,1631.3,,available,train,synthetic
MAT-000505,FAC-001,2025-02-25,ORD-04-006,zipper,1102.7,1231.1,,available,train,synthetic
MAT-000506,FAC-001,2025-02-26,ORD-04-006,labels,552.2,561.1,,available,train,synthetic
MAT-000507,FAC-001,2025-02-27,ORD-04-006,shell_fabric,578.0,628.3,,available,train,synthetic
MAT-000508,FAC-001,2025-03-01,ORD-04-006,sewing_thread,222.6,246.2,,available,train,synthetic
MAT-000509,FAC-001,2025-03-02,ORD-04-006,shell_fabric,113.5,113.6,,available,train,synthetic
MAT-000510,FAC-001,2025-03-03,ORD-04-007,shell_fabric,968.2,1020.3,,available,train,synthetic
MAT-000511,FAC-001,2025-03-04,ORD-04-007,labels,1273.7,999.4,2025-03-04T09:00:00+00:00,minor,train,synthetic
MAT-000512,FAC-001,2025-03-05,ORD-04-007,labels,990.1,1013.3,,available,train,synthetic
MAT-000513,FAC-001,2025-03-06,ORD-04-007,zipper,441.6,456.6,,available,train,synthetic
