downtime_id,factory_id,line_id,order_id,work_date,machine_type,started_at,duration_minutes,reason_code,resolved,data_split,dataset_provenance
DOWN-000186,FAC-001,LINE-04,ORD-04-001,2025-01-13,flatlock,2025-01-13T08:02:00+00:00,45,thread_break,True,train,synthetic
DOWN-000187,FAC-001,LINE-04,ORD-04-003,2025-01-22,bartack,2025-01-22T12:21:00+00:00,12,power_interruption,True,train,synthetic
DOWN-000188,FAC-001,LINE-04,ORD-04-003,2025-01-25,button_hole,2025-01-25T16:12:00+00:00,9,power_interruption,True,train,synthetic
DOWN-000189,FAC-001,LINE-04,ORD-04-003,2025-01-26,overlock,2025-01-26T08:13:00+00:00,15,power_interruption,True,train,synthetic
DOWN-000190,FAC-001,LINE-04,ORD-04-004,2025-01-30,cutting_machine,2025-01-30T13:28:00+00:00,90,motor_issue,True,train,synthetic
DOWN-000191,FAC-001,LINE-04,ORD-04-004,2025-02-05,iron,2025-02-05T13:17:00+00:00,92,motor_issue,True,train,synthetic
DOWN-000192,FAC-001,LINE-04,ORD-04-005,2025-02-11,cutting_machine,2025-02-11T12:14:00+00:00,71,thread_break,True,train,synthetic
DOWN-000193,FAC-001,LINE-04,ORD-04-005,2025-02-12,overlock,2025-02-12T16:00:00+00:00,19,motor_issue,True,train,synthetic
DOWN-000194,FAC-001,LINE-04,ORD-04-005,2025-02-12,button_hole,2025-02-12T12:02:00+00:00,40,preventive_maintenance,False,train,synthetic
DOWN-000195,FAC-001,LINE-04,ORD-04-005,2025-02-15,single_needle,2025-02-15T12:25:00+00:00,35,preventive_maintenance,True,train,synthetic
DOWN-000196,FAC-001,LINE-04,ORD-04-005,2025-02-18,bartack,2025-02-18T11:10:00+00:00,35,preventive_maintenance,True,train,synthetic
DOWN-000197,FAC-001,LINE-04,ORD-04-006,2025-02-20,cutting_machine,2025-02-20T11:02:00+00:00,78,thread_break,True,train,synthetic
DOWN-000198,FAC-001,LINE-04,ORD-04-006,2025-02-24,single_needle,2025-02-24T08:26:00+00:00,13,preventive_maintenance,True,train,synthetic
DOWN-000199,FAC-001,LINE-04,ORD-04-006,2025-02-25,flatlock,2025-02-25T14:29:00+00:00,15,power_interruption,True,train,synthetic
DOWN-000200,FAC-001,LINE-04,ORD-04-007,2025-03-03,button_attach,2025-03-03T14:00:00+00:00,12,thread_break,True,train,synthetic
DOWN-000201,FAC-001,LINE-04,ORD-04-007,2025-03-03,iron,2025-03-03T11:00:00+00:00,68,preventive_maintenance,True,train,synthetic
DOWN-000202,FAC-001,LINE-04,ORD-04-008,2025-03-10,button_attach,2025-03-10T14:16:00+00:00,26,needle_damage,True,train,synthetic
DOWN-000203,FAC-001,LINE-04,ORD-04-008,2025-03-12,iron,2025-03-12T16:18:00+00:00,95,preventive_maintenance,True,train,synthetic
DOWN-000204,FAC-001,LINE-04,ORD-04-008,2025-03-15,flatlock,2025-03-15T11:09:00+00:00,35,preventive_maintenance,True,train,synthetic
DOWN-000205,FAC-001,LINE-04,ORD-04-008,2025-03-17,flatlock,2025-03-17T10:16:00+00:00,30,needle_damage,True,train,synthetic
DOWN-000206,FAC-001,LINE-04,ORD-04-009,2025-03-20,iron,2025-03-20T13:22:00+00:00,17,power_interruption,True,train,synthetic
DOWN-000207,FAC-001,LINE-04,ORD-04-009,2025-03-23,iron,2025-03-23T12:27:00+00:00,8,power_interruption,True,train,synthetic
DOWN-000208,FAC-001,LINE-04,ORD-04-009,2025-03-24,iron,2025-03-24T14:10:00+00:00,14,needle_damage,True,train,synthetic
DOWN-000209,FAC-001,LINE-04,ORD-04-010,2025-03-26,flatlock,2025-03-26T13:26:00+00:00,23,power_interruption,True,train,synthetic
DOWN-000210,FAC-001,LINE-04,ORD-04-010,2025-04-03,cutting_machine,2025-04-03T13:10:00+00:00,12,thread_break,True,train,synthetic
DOWN-000211,FAC-001,LINE-04,ORD-04-011,2025-04-05,iron,2025-04-05T09:16:00+00:00,14,thread_break,True,train,synthetic
DOWN-000212,FAC-001,LINE-04,ORD-04-011,2025-04-12,bartack,2025-04-12T08:18:00+00:00,18,motor_issue,True,train,synthetic
DOWN-000213,FAC-001,LINE-04,ORD-04-012,2025-04-14,bartack,2025-04-14T12:20:00+00:00,22,needle_damage,True,train,synthetic
DOWN-000214,FAC-001,LINE-04,ORD-04-012,2025-04-17,cutting_machine,2025-04-17T14:28:00+00:00,19,power_interruption,True,train,synthetic
DOWN-000215,FAC-001,LINE-04,ORD-04-013,2025-05-04,bartack,2025-05-04T14:21:00+00:00,9,needle_damage,True,validation,synthetic
DOWN-000216,FAC-001,LINE-04,ORD-04-013,2025-05-04,bartack,2025-05-04T09:28:00+00:00,8,thread_break,True,validation,synthetic
DOWN-000217,FAC-001,LINE-04,ORD-04-014,2025-05-05,bartack,2025-05-05T11:15:00+00:00,20,needle_damage,True,validation,synthetic
DOWN-000218,FAC-001,LINE-04,ORD-04-014,2025-05-10,overlock,2025-05-10T15:22:00+00:00,25,thread_break,True,validation,synthetic
DOWN-000219,FAC-001,LINE-04,ORD-04-015,2025-05-15,button_hole,2025-05-15T16:27:00+00:00,36,power_interruption,True,validation,synthetic
DOWN-000220,FAC-001,LINE-04,ORD-04-015,2025-05-17,iron,2025-05-17T14:24:00+00:00,42,power_interruption,True,validation,synthetic
DOWN-000221,FAC-001,LINE-04,ORD-04-015,2025-05-20,button_attach,2025-05-20T09:00:00+00:00,29,thread_break,True,validation,synthetic
DOWN-000222,FAC-001,LINE-04,ORD-04-016,2025-05-27,button_attach,2025-05-27T16:03:00+00:00,8,preventive_maintenance,True,validation,synthetic
DOWN-000223,FAC-001,LINE-04,ORD-04-017,2025-06-07,iron,2025-06-07T09:13:00+00:00,31,preventive_maintenance,True,test,synthetic
DOWN-000224,FAC-001,LINE-04,ORD-04-017,2025-06-08,iron,2025-06-08T08:23:00+00:00,18,preventive_maintenance,True,test,synthetic
DOWN-000225,FAC-001,LINE-04,ORD-04-017,2025-06-09,single_needle,2025-06-09T09:17:00+00:00,21,preventive_maintenance,True,test,synthetic
DOWN-000226,FAC-001,LINE-04,ORD-04-017,2025-06-09,single_needle,2025-06-09T11:15:00+00:00,8,timing_adjustment,True,test,synthetic
DOWN-000227,FAC-001,LINE-04,ORD-04-018,2025-06-15,button_attach,2025-06-15T09:17:00+00:00,46,power_interruption,True,test,synthetic
DOWN-000228,FAC-001,LINE-04,ORD-04-018,2025-06-16,button_attach,2025-06-16T11:20:00+00:00,50,needle_damage,True,test,synthetic
DOWN-000229,FAC-001,LINE-04,ORD-04-018,2025-06-16,flatlock,2025-06-16T14:19:00+00:00,50,timing_adjustment,True,test,synthetic
DOWN-000230,FAC-001,LINE-04,ORD-04-018,2025-06-21,single_needle,2025-06-21T10:22:00+00:00,32,motor_issue,True,test,synthetic
DOWN-000231,FAC-001,LINE-04,ORD-04-018,2025-06-21,cutting_machine,2025-06-21T16:28:00+00:00,18,preventive_maintenance,True,test,synthetic
DOWN-000232,FAC-001,LINE-05,ORD-05-001,2025-01-06,button_hole,2025-01-06T16:01:00+00:00,18,needle_damage,False,train,synthetic
DOWN-000233,FAC-001,LINE-05,ORD-05-001,2025-01-07,button_hole,2025-01-07T10:28:00+00:00,45,needle_damage,True,train,synthetic
DOWN-000234,FAC-001,LINE-05,ORD-05-001,2025-01-13,iron,2025-01-13T09:19:00+00:00,37,preventive_maintenance,True,train,synthetic
DOWN-000235,FAC-001,LINE-05,ORD-05-001,2025-01-13,overlock,2025-01-13T12:21:00+00:00,49,motor_issue,True,train,synthetic
DOWN-000236,FAC-001,LINE-05,ORD-05-002,2025-01-19,button_hole,2025-01-19T10:24:00+00:00,30,motor_issue,True,train,synthetic
DOWN-000237,FAC-001,LINE-05,ORD-05-002,2025-01-19,cutting_machine,2025-01-19T14:22:00+00:00,8,preventive_maintenance,True,train,synthetic
DOWN-000238,FAC-001,LINE-05,ORD-05-002,2025-01-21,iron,2025-01-21T09:03:00+00:00,41,timing_adjustment,False,train,synthetic
DOWN-000239,FAC-001,LINE-05,ORD-05-002,2025-01-27,iron,2025-01-27T14:19:00+00:00,17,motor_issue,False,train,synthetic
DOWN-000240,FAC-001,LINE-05,ORD-05-002,2025-01-27,iron,2025-01-27T12:03:00+00:00,26,preventive_maintenance,True,train,synthetic
DOWN-000241,FAC-001,LINE-05,ORD-05-003,2025-01-29,bartack,2025-01-29T13:18:00+00:00,8,power_interruption,True,train,synthetic
DOWN-000242,FAC-001,LINE-05,ORD-05-003,2025-01-30,button_hole,2025-01-30T13:29:00+00:00,33,thread_break,True,train,synthetic
DOWN-000243,FAC-001,LINE-05,ORD-05-003,2025-02-04,button_attach,2025-02-04T16:22:00+00:00,8,motor_issue,True,train,synthetic
DOWN-000244,FAC-001,LINE-05,ORD-05-004,2025-02-10,flatlock,2025-02-10T10:26:00+00:00,71,thread_break,True,train,synthetic
DOWN-000245,FAC-001,LINE-05,ORD-05-004,2025-02-15,button_attach,2025-02-15T10:21:00+00:00,77,timing_adjustment,False,train,synthetic
DOWN-000246,FAC-001,LINE-05,ORD-05-005,2025-02-18,flatlock,2025-02-18T10:18:00+00:00,25,timing_adjustment,True,train,synthetic
DOWN-000247,FAC-001,LINE-05,ORD-05-005,2025-02-19,overlock,2025-02-19T08:16:00+00:00,10,motor_issue,True,train,synthetic
DOWN-000248,FAC-001,LINE-05,ORD-05-006,2025-03-04,single_needle,2025-03-04T09:16:00+00:00,53,needle_damage,True,train,synthetic
DOWN-000249,FAC-001,LINE-05,ORD-05-007,2025-03-10,cutting_machine,2025-03-10T15:09:00+00:00,8,needle_damage,True,train,synthetic
DOWN-000250,FAC-001,LINE-05,ORD-05-007,2025-03-16,iron,2025-03-16T08:21:00+00:00,38,needle_damage,True,train,synthetic
DOWN-000251,FAC-001,LINE-05,ORD-05-008,2025-03-23,overlock,2025-03-23T16:11:00+00:00,43,thread_break,True,train,synthetic
DOWN-000252,FAC-001,LINE-05,ORD-05-008,2025-03-24,button_hole,2025-03-24T13:10:00+00:00,14,thread_break,True,train,synthetic
DOWN-000253,FAC-001,LINE-05,ORD-05-009,2025-03-30,iron,2025-03-30T14:18:00+00:00,33,motor_issue,True,train,synthetic
DOWN-000254,FAC-001,LINE-05,ORD-05-009,2025-03-31,overlock,2025-03-31T10:25:00+00:00,62,thread_break,True,train,synthetic
DOWN-000255,FAC-001,LINE-05,ORD-05-009,2025-04-02,button_attach,2025-04-02T12:16:00+00:00,33,needle_damage,True,train,synthetic
DOWN-000256,FAC-001,LINE-05,ORD-05-009,2025-04-05,button_hole,2025-04-05T13:16:00+00:00,37,needle_damage,True,train,synthetic
DOWN-000257,FAC-001,LINE-05,ORD-05-009,2025-04-06,overlock,2025-04-06T10:22:00+00:00,11,needle_damage,False,train,synthetic
DOWN-000258,FAC-001,LINE-05,ORD-05-010,2025-04-07,cutting_machine,2025-04-07T14:18:00+00:00,36,needle_damage,True,train,synthetic
DOWN-000259,FAC-001,LINE-05,ORD-05-010,2025-04-07,button_attach,2025-04-07T12:09:00+00:00,15,thread_break,True,train,synthetic
DOWN-000260,FAC-001,LINE-05,ORD-05-010,2025-04-08,bartack,2025-04-08T13:07:00+00:00,8,needle_damage,True,train,synthetic
DOWN-000261,FAC-001,LINE-05,ORD-05-010,2025-04-13,cutting_machine,2025-04-13T13:23:00+00:00,52,needle_damage,True,train,synthetic
DOWN-000262,FAC-001,LINE-05,ORD-05-011,2025-04-17,button_hole,2025-04-17T11:27:00+00:00,26,power_interruption,True,train,synthetic
DOWN-000263,FAC-001,LINE-05,ORD-05-011,2025-04-19,single_needle,2025-04-19T11:17:00+00:00,10,timing_adjustment,True,train,synthetic
DOWN-000264,FAC-001,LINE-05,ORD-05-011,2025-04-21,cutting_machine,2025-04-21T11:05:00+00:00,35,timing_adjustment,True,train,synthetic
DOWN-000265,FAC-001,LINE-05,ORD-05-011,2025-04-23,single_needle,2025-04-23T08:19:00+00:00,18,preventive_maintenance,True,train,synthetic
DOWN-000266,FAC-001,LINE-05,ORD-05-011,2025-04-24,bartack,2025-04-24T12:12:00+00:00,49,motor_issue,True,train,synthetic
DOWN-000267,FAC-001,LINE-05,ORD-05-012,2025-04-27,flatlock,2025-04-27T13:29:00+00:00,34,preventive_maintenance,True,train,synthetic
DOWN-000268,FAC-001,LINE-05,ORD-05-012,2025-04-28,iron,2025-04-28T12:22:00+00:00,60,thread_break,True,train,synthetic
DOWN-000269,FAC-001,LINE-05,ORD-05-012,2025-05-03,bartack,2025-05-03T08:28:00+00:00,21,needle_damage,True,validation,synthetic
DOWN-000270,FAC-001,LINE-05,ORD-05-012,2025-05-04,button_attach,2025-05-04T10:17:00+00:00,20,motor_issue,True,validation,synthetic
DOWN-000271,FAC-001,LINE-05,ORD-05-013,2025-05-06,flatlock,2025-05-06T14:20:00+00:00,17,timing_adjustment,True,validation,synthetic
DOWN-000272,FAC-001,LINE-05,ORD-05-013,2025-05-14,iron,2025-05-14T14:15:00+00:00,15,power_interruption,True,validation,synthetic
DOWN-000273,FAC-001,LINE-05,ORD-05-013,2025-05-15,flatlock,2025-05-15T13:21:00+00:00,9,motor_issue,True,validation,synthetic
DOWN-000274,FAC-001,LINE-05,ORD-05-013,2025-05-15,button_hole,2025-05-15T12:20:00+00:00,9,motor_issue,True,validation,synthetic
DOWN-000275,FAC-001,LINE-05,ORD-05-013,2025-05-19,flatlock,2025-05-19T08:17:00+00:00,16,needle_damage,True,validation,synthetic
DOWN-000276,FAC-001,LINE-05,ORD-05-014,2025-05-22,bartack,2025-05-22T11:01:00+00:00,22,thread_break,True,validation,synthetic
DOWN-000277,FAC-001,LINE-05,ORD-05-014,2025-05-27,button_hole,2025-05-27T15:25:00+00:00,8,thread_break,True,validation,synthetic
DOWN-000278,FAC-001,LINE-05,ORD-05-014,2025-05-27,bartack,2025-05-27T12:25:00+00:00,21,needle_damage,True,validation,synthetic
DOWN-000279,FAC-001,LINE-05,ORD-05-014,2025-05-28,bartack,2025-05-28T09:22:00+00:00,8,thread_break,True,validation,synthetic
DOWN-000280,FAC-001,LINE-05,ORD-05-015,2025-06-07,button_attach,2025-06-07T13:23:00+00:00,27,needle_damage,False,test,synthetic
DOWN-000281,FAC-001,LINE-05,ORD-05-015,2025-06-11,overlock,2025-06-11T08:16:00+00:00,40,timing_adjustment,False,test,synthetic
DOWN-000282,FAC-001,LINE-05,ORD-05-017,2025-06-21,single_needle,2025-06-21T08:15:00+00:00,37,power_interruption,True,test,synthetic
DOWN-000283,FAC-001,LINE-06,ORD-06-001,2025-01-04,button_hole,2025-01-04T16:00:00+00:00,45,preventive_maintenance,True,train,synthetic
DOWN-000284,FAC-001,LINE-06,ORD-06-002,2025-01-15,iron,2025-01-15T12:12:00+00:00,50,thread_break,True,train,synthetic
DOWN-000285,FAC-001,LINE-06,ORD-06-002,2025-01-15,flatlock,2025-01-15T09:18:00+00:00,33,thread_break,True,train,synthetic
DOWN-000286,FAC-001,LINE-06,ORD-06-002,2025-01-16,single_needle,2025-01-16T09:14:00+00:00,24,timing_adjustment,True,train,synthetic
DOWN-000287,FAC-001,LINE-06,ORD-06-002,2025-01-18,cutting_machine,2025-01-18T13:23:00+00:00,29,timing_adjustment,True,train,synthetic
DOWN-000288,FAC-001,LINE-06,ORD-06-002,2025-01-19,button_attach,2025-01-19T15:01:00+00:00,40,motor_issue,False,train,synthetic
DOWN-000289,FAC-001,LINE-06,ORD-06-002,2025-01-19,overlock,2025-01-19T15:29:00+00:00,70,preventive_maintenance,True,train,synthetic
DOWN-000290,FAC-001,LINE-06,ORD-06-002,2025-01-19,iron,2025-01-19T08:26:00+00:00,28,preventive_maintenance,True,train,synthetic
DOWN-000291,FAC-001,LINE-06,ORD-06-002,2025-01-21,overlock,2025-01-21T14:21:00+00:00,42,thread_break,True,train,synthetic
DOWN-000292,FAC-001,LINE-06,ORD-06-003,2025-01-25,bartack,2025-01-25T13:14:00+00:00,13,motor_issue,True,train,synthetic
DOWN-000293,FAC-001,LINE-06,ORD-06-003,2025-01-27,single_needle,2025-01-27T11:25:00+00:00,15,power_interruption,True,train,synthetic
DOWN-000294,FAC-001,LINE-06,ORD-06-003,2025-01-27,bartack,2025-01-27T12:20:00+00:00,24,timing_adjustment,True,train,synthetic
DOWN-000295,FAC-001,LINE-06,ORD-06-004,2025-01-30,flatlock,2025-01-30T09:01:00+00:00,64,power_interruption,True,train,synthetic
DOWN-000296,FAC-001,LINE-06,ORD-06-004,2025-02-02,overlock,2025-02-02T08:00:00+00:00,32,needle_damage,True,train,synthetic
DOWN-000297,FAC-001,LINE-06,ORD-06-004,2025-02-02,single_needle,2025-02-02T14:14:00+00:00,22,power_interruption,True,train,synthetic
DOWN-000298,FAC-001,LINE-06,ORD-06-005,2025-02-06,button_hole,2025-02-06T11:05:00+00:00,13,power_interruption,True,train,synthetic
DOWN-000299,FAC-001,LINE-06,ORD-06-005,2025-02-12,button_hole,2025-02-12T16:19:00+00:00,12,thread_break,True,train,synthetic
DOWN-000300,FAC-001,LINE-06,ORD-06-005,2025-02-15,button_hole,2025-02-15T11:03:00+00:00,78,motor_issue,True,train,synthetic
DOWN-000301,FAC-001,LINE-06,ORD-06-005,2025-02-15,button_attach,2025-02-15T15:01:00+00:00,18,thread_break,True,train,synthetic
DOWN-000302,FAC-001,LINE-06,ORD-06-005,2025-02-17,button_attach,2025-02-17T14:06:00+00:00,20,timing_adjustment,True,train,synthetic
DOWN-000303,FAC-001,LINE-06,ORD-06-006,2025-02-20,overlock,2025-02-20T11:19:00+00:00,8,needle_damage,True,train,synthetic
DOWN-000304,FAC-001,LINE-06,ORD-06-006,2025-02-20,flatlock,2025-02-20T09:03:00+00:00,20,motor_issue,True,train,synthetic
DOWN-000305,FAC-001,LINE-06,ORD-06-006,2025-02-22,flatlock,2025-02-22T15:02:00+00:00,33,timing_adjustment,True,train,synthetic
DOWN-000306,FAC-001,LINE-06,ORD-06-006,2025-02-23,overlock,2025-02-23T08:16:00+00:00,53,motor_issue,True,train,synthetic
DOWN-000307,FAC-001,LINE-06,ORD-06-006,2025-02-26,iron,2025-02-26T10:06:00+00:00,26,preventive_maintenance,True,train,synthetic
DOWN-000308,FAC-001,LINE-06,ORD-06-006,2025-02-27,overlock,2025-02-27T09:04:00+00:00,23,preventive_maintenance,True,train,synthetic
DOWN-000309,FAC-001,LINE-06,ORD-06-006,2025-03-01,iron,2025-03-01T14:09:00+00:00,15,thread_break,True,train,synthetic
DOWN-000310,FAC-001,LINE-06,ORD-06-007,2025-03-05,iron,2025-03-05T16:07:00+00:00,70,preventive_maintenance,True,train,synthetic
DOWN-000311,FAC-001,LINE-06,ORD-06-007,2025-03-05,button_attach,2025-03-05T13:29:00+00:00,46,timing_adjustment,False,train,synthetic
DOWN-000312,FAC-001,LINE-06,ORD-06-008,2025-03-13,button_hole,2025-03-13T15:19:00+00:00,87,needle_damage,True,train,synthetic
DOWN-000313,FAC-001,LINE-06,ORD-06-008,2025-03-15,flatlock,2025-03-15T13:02:00+00:00,16,preventive_maintenance,True,train,synthetic
DOWN-000314,FAC-001,LINE-06,ORD-06-008,2025-03-17,iron,2025-03-17T09:28:00+00:00,8,motor_issue,True,train,synthetic
DOWN-000315,FAC-001,LINE-06,ORD-06-009,2025-03-24,button_hole,2025-03-24T14:24:00+00:00,23,preventive_maintenance,True,train,synthetic
DOWN-000316,FAC-001,LINE-06,ORD-06-010,2025-03-25,bartack,2025-03-25T12:02:00+00:00,22,motor_issue,True,train,synthetic
DOWN-000317,FAC-001,LINE-06,ORD-06-010,2025-03-27,bartack,2025-03-27T15:11:00+00:00,38,needle_damage,True,train,synthetic
DOWN-000318,FAC-001,LINE-06,ORD-06-010,2025-04-01,cutting_machine,2025-04-01T10:10:00+00:00,21,thread_break,True,train,synthetic
DOWN-000319,FAC-001,LINE-06,ORD-06-010,2025-04-02,single_needle,2025-04-02T10:00:00+00:00,32,preventive_maintenance,True,train,synthetic
DOWN-000320,FAC-001,LINE-06,ORD-06-011,2025-04-07,button_hole,2025-04-07T11:19:00+00:00,23,needle_damage,True,train,synthetic
DOWN-000321,FAC-001,LINE-06,ORD-06-011,2025-04-08,iron,2025-04-08T09:00:00+00:00,24,needle_damage,True,train,synthetic
DOWN-000322,FAC-001,LINE-06,ORD-06-011,2025-04-14,button_hole,2025-04-14T16:15:00+00:00,39,timing_adjustment,False,train,synthetic
DOWN-000323,FAC-001,LINE-06,ORD-06-012,2025-04-17,cutting_machine,2025-04-17T15:28:00+00:00,43,preventive_maintenance,True,train,synthetic
DOWN-000324,FAC-001,LINE-06,ORD-06-012,2025-04-20,button_hole,2025-04-20T11:26:00+00:00,27,needle_damage,True,train,synthetic
DOWN-000325,FAC-001,LINE-06,ORD-06-012,2025-04-20,single_needle,2025-04-20T10:08:00+00:00,17,needle_damage,True,train,synthetic
DOWN-000326,FAC-001,LINE-06,ORD-06-012,2025-04-21,button_attach,2025-04-21T16:10:00+00:00,24,needle_damage,True,train,synthetic
DOWN-000327,FAC-001,LINE-06,ORD-06-013,2025-05-01,bartack,2025-05-01T16:00:00+00:00,8,timing_adjustment,True,validation,synthetic
DOWN-000328,FAC-001,LINE-06,ORD-06-013,2025-05-04,single_needle,2025-05-04T08:09:00+00:00,61,needle_damage,True,validation,synthetic
DOWN-000329,FAC-001,LINE-06,ORD-06-014,2025-05-13,button_attach,2025-05-13T14:08:00+00:00,91,motor_issue,False,validation,synthetic
DOWN-000330,FAC-001,LINE-06,ORD-06-014,2025-05-14,flatlock,2025-05-14T14:22:00+00:00,25,power_interruption,True,validation,synthetic
DOWN-000331,FAC-001,LINE-06,ORD-06-015,2025-05-24,button_hole,2025-05-24T12:02:00+00:00,58,thread_break,True,validation,synthetic
DOWN-000332,FAC-001,LINE-06,ORD-06-015,2025-05-25,single_needle,2025-05-25T12:21:00+00:00,46,timing_adjustment,True,validation,synthetic
DOWN-000333,FAC-001,LINE-06,ORD-06-016,2025-05-27,button_hole,2025-05-27T13:09:00+00:00,14,motor_issue,True,validation,synthetic
DOWN-000334,FAC-001,LINE-06,ORD-06-016,2025-05-28,button_hole,2025-05-28T10:17:00+00:00,22,thread_break,True,validation,synthetic
DOWN-000335,FAC-001,LINE-06,ORD-06-016,2025-05-31,overlock,2025-05-31T11:22:00+00:00,19,needle_damage,True,validation,synthetic
DOWN-000336,FAC-001,LINE-06,ORD-06-016,2025-06-02,button_attach,2025-06-02T16:00:00+00:00,22,thread_break,True,test,synthetic
DOWN-000337,FAC-001,LINE-06,ORD-06-016,2025-06-07,cutting_machine,2025-06-07T12:24:00+00:00,13,needle_damage,True,test,synthetic
DOWN-000338,FAC-001,LINE-06,ORD-06-017,2025-06-11,iron,2025-06-11T12:12:00+00:00,8,thread_break,True,test,synthetic
DOWN-000339,FAC-001,LINE-06,ORD-06-017,2025-06-12,overlock,2025-06-12T10:19:00+00:00,8,timing_adjustment,True,test,synthetic
DOWN-000340,FAC-001,LINE-06,ORD-06-017,2025-06-14,iron,2025-06-14T11:21:00+00:00,13,timing_adjustment,True,test,synthetic
DOWN-000341,FAC-001,LINE-06,ORD-06-018,2025-06-17,overlock,2025-06-17T14:27:00+00:00,26,thread_break,True,test,synthetic
DOWN-000342,FAC-001,LINE-06,ORD-06-018,2025-06-17,iron,2025-06-17T10:15:00+00:00,35,motor_issue,True,test,synthetic
DOWN-000343,FAC-001,LINE-06,ORD-06-018,2025-06-23,single_needle,2025-06-23T15:11:00+00:00,14,motor_issue,True,test,synthetic
DOWN-000344,FAC-001,LINE-06,ORD-06-019,2025-06-30,button_hole,2025-06-30T08:06:00+00:00,14,power_interruption,True,test,synthetic
DOWN-000345,FAC-001,LINE-07,ORD-07-001,2025-01-06,bartack,2025-01-06T14:23:00+00:00,46,preventive_maintenance,True,train,synthetic
DOWN-000346,FAC-001,LINE-07,ORD-07-001,2025-01-12,button_attach,2025-01-12T10:20:00+00:00,20,thread_break,True,train,synthetic
DOWN-000347,FAC-001,LINE-07,ORD-07-002,2025-01-16,single_needle,2025-01-16T15:25:00+00:00,8,needle_damage,True,train,synthetic
DOWN-000348,FAC-001,LINE-07,ORD-07-002,2025-01-18,iron,2025-01-18T14:01:00+00:00,12,timing_adjustment,True,train,synthetic
DOWN-000349,FAC-001,LINE-07,ORD-07-002,2025-01-20,flatlock,2025-01-20T13:24:00+00:00,71,needle_damage,True,train,synthetic
DOWN-000350,FAC-001,LINE-07,ORD-07-002,2025-01-22,button_attach,2025-01-22T13:27:00+00:00,40,preventive_maintenance,True,train,synthetic
DOWN-000351,FAC-001,LINE-07,ORD-07-002,2025-01-26,button_attach,2025-01-26T08:03:00+00:00,9,needle_damage,True,train,synthetic
DOWN-000352,FAC-001,LINE-07,ORD-07-002,2025-01-26,overlock,2025-01-26T08:03:00+00:00,38,power_interruption,False,train,synthetic
DOWN-000353,FAC-001,LINE-07,ORD-07-002,2025-01-28,single_needle,2025-01-28T15:07:00+00:00,18,motor_issue,True,train,synthetic
DOWN-000354,FAC-001,LINE-07,ORD-07-003,2025-01-30,flatlock,2025-01-30T16:04:00+00:00,20,thread_break,False,train,synthetic
DOWN-000355,FAC-001,LINE-07,ORD-07-003,2025-02-01,single_needle,2025-02-01T14:23:00+00:00,48,timing_adjustment,True,train,synthetic
DOWN-000356,FAC-001,LINE-07,ORD-07-003,2025-02-02,button_hole,2025-02-02T14:12:00+00:00,8,motor_issue,False,train,synthetic
DOWN-000357,FAC-001,LINE-07,ORD-07-003,2025-02-04,flatlock,2025-02-04T12:03:00+00:00,59,needle_damage,True,train,synthetic
DOWN-000358,FAC-001,LINE-07,ORD-07-003,2025-02-04,bartack,2025-02-04T16:23:00+00:00,41,preventive_maintenance,True,train,synthetic
DOWN-000359,FAC-001,LINE-07,ORD-07-003,2025-02-05,cutting_machine,2025-02-05T16:08:00+00:00,19,preventive_maintenance,True,train,synthetic
DOWN-000360,FAC-001,LINE-07,ORD-07-003,2025-02-06,flatlock,2025-02-06T08:21:00+00:00,25,preventive_maintenance,True,train,synthetic
DOWN-000361,FAC-001,LINE-07,ORD-07-003,2025-02-06,flatlock,2025-02-06T16:03:00+00:00,8,needle_damage,True,train,synthetic
DOWN-000362,FAC-001,LINE-07,ORD-07-003,2025-02-09,iron,2025-02-09T14:17:00+00:00,54,timing_adjustment,True,train,synthetic
DOWN-000363,FAC-001,LINE-07,ORD-07-003,2025-02-10,button_attach,2025-02-10T12:03:00+00:00,62,timing_adjustment,True,train,synthetic
DOWN-000364,FAC-001,LINE-07,ORD-07-003,2025-02-11,cutting_machine,2025-02-11T15:20:00+00:00,95,motor_issue,True,train,synthetic
DOWN-000365,FAC-001,LINE-07,ORD-07-004,2025-02-17,button_hole,2025-02-17T12:08:00+00:00,8,power_interruption,True,train,synthetic
DOWN-000366,FAC-001,LINE-07,ORD-07-004,2025-02-17,flatlock,2025-02-17T12:13:00+00:00,54,thread_break,True,train,synthetic
DOWN-000367,FAC-001,LINE-07,ORD-07-005,2025-02-27,single_needle,2025-02-27T15:25:00+00:00,8,timing_adjustment,False,train,synthetic
DOWN-000368,FAC-001,LINE-07,ORD-07-005,2025-03-01,button_attach,2025-03-01T13:05:00+00:00,67,thread_break,True,train,synthetic
DOWN-000369,FAC-001,LINE-07,ORD-07-005,2025-03-01,button_attach,2025-03-01T08:06:00+00:00,19,timing_adjustment,True,train,synthetic
DOWN-000370,FAC-001,LINE-07,ORD-07-005,2025-03-02,button_attach,2025-03-02T10:07:00+00:00,18,power_interruption,True,train,synthetic
DOWN-000371,FAC-001,LINE-07,ORD-07-005,2025-03-03,cutting_machine,2025-03-03T09:21:00+00:00,27,motor_issue,True,train,synthetic
DOWN-000372,FAC-001,LINE-07,ORD-07-005,2025-03-06,button_attach,2025-03-06T16:00:00+00:00,24,motor_issue,True,train,synthetic
