quality_defect_id,factory_id,work_date,line_id,order_id,style_id,defect_code,defect_count,inspected_qty,severity,data_split,dataset_provenance
QDEF-000735,FAC-001,2025-06-11,LINE-01,ORD-01-017,STY-007,shade_variation,2,479,major,test,synthetic
QDEF-000736,FAC-001,2025-06-11,LINE-01,ORD-01-017,STY-007,puckering,3,479,minor,test,synthetic
QDEF-000737,FAC-001,2025-06-11,LINE-01,ORD-01-017,STY-007,open_seam,1,479,major,test,synthetic
QDEF-000738,FAC-001,2025-06-12,LINE-01,ORD-01-017,STY-007,measurement_variance,1,497,major,test,synthetic
QDEF-000739,FAC-001,2025-06-12,LINE-01,ORD-01-017,STY-007,oil_mark,2,497,major,test,synthetic
QDEF-000740,FAC-001,2025-06-12,LINE-01,ORD-01-017,STY-007,shade_variation,4,497,minor,test,synthetic
QDEF-000741,FAC-001,2025-06-12,LINE-01,ORD-01-017,STY-007,open_seam,1,497,major,test,synthetic
QDEF-000742,FAC-001,2025-06-12,LINE-01,ORD-01-017,STY-007,puckering,3,497,minor,test,synthetic
QDEF-000743,FAC-001,2025-06-12,LINE-01,ORD-01-017,STY-007,skip_stitch,2,497,minor,test,synthetic
QDEF-000744,FAC-001,2025-06-12,LINE-01,ORD-01-017,STY-007,uneven_stitch,1,497,minor,test,synthetic
QDEF-000745,FAC-001,2025-06-14,LINE-01,ORD-01-017,STY-007,skip_stitch,4,566,major,test,synthetic
QDEF-000746,FAC-001,2025-06-14,LINE-01,ORD-01-017,STY-007,uneven_stitch,2,566,minor,test,synthetic
QDEF-000747,FAC-001,2025-06-14,LINE-01,ORD-01-017,STY-007,measurement_variance,3,566,major,test,synthetic
QDEF-000748,FAC-001,2025-06-14,LINE-01,ORD-01-017,STY-007,oil_mark,1,566,minor,test,synthetic
QDEF-000749,FAC-001,2025-06-14,LINE-01,ORD-01-017,STY-007,open_seam,1,566,minor,test,synthetic
QDEF-000750,FAC-001,2025-06-15,LINE-01,ORD-01-017,STY-007,skip_stitch,2,596,minor,test,synthetic
QDEF-000751,FAC-001,2025-06-15,LINE-01,ORD-01-017,STY-007,shade_variation,1,596,minor,test,synthetic
QDEF-000752,FAC-001,2025-06-15,LINE-01,ORD-01-017,STY-007,puckering,2,596,minor,test,synthetic
QDEF-000753,FAC-001,2025-06-15,LINE-01,ORD-01-017,STY-007,uneven_stitch,1,596,minor,test,synthetic
QDEF-000754,FAC-001,2025-06-15,LINE-01,ORD-01-017,STY-007,open_seam,2,596,major,test,synthetic
QDEF-000755,FAC-001,2025-06-16,LINE-01,ORD-01-017,STY-007,open_seam,2,507,minor,test,synthetic
QDEF-000756,FAC-001,2025-06-16,LINE-01,ORD-01-017,STY-007,measurement_variance,2,507,minor,test,synthetic
QDEF-000757,FAC-001,2025-06-16,LINE-01,ORD-01-017,STY-007,oil_mark,1,507,minor,test,synthetic
QDEF-000758,FAC-001,2025-06-16,LINE-01,ORD-01-017,STY-007,uneven_stitch,3,507,critical,test,synthetic
QDEF-000759,FAC-001,2025-06-16,LINE-01,ORD-01-017,STY-007,puckering,2,507,minor,test,synthetic
QDEF-000760,FAC-001,2025-06-16,LINE-01,ORD-01-017,STY-007,shade_variation,1,507,minor,test,synthetic
QDEF-000761,FAC-001,2025-06-17,LINE-01,ORD-01-017,STY-007,uneven_stitch,3,516,minor,test,synthetic
QDEF-000762,FAC-001,2025-06-17,LINE-01,ORD-01-017,STY-007,skip_stitch,1,516,minor,test,synthetic
QDEF-000763,FAC-001,2025-06-17,LINE-01,ORD-01-017,STY-007,open_seam,3,516,major,test,synthetic
QDEF-000764,FAC-001,2025-06-17,LINE-01,ORD-01-017,STY-007,measurement_variance,1,516,minor,test,synthetic
QDEF-000765,FAC-001,2025-06-17,LINE-01,ORD-01-017,STY-007,oil_mark,3,516,major,test,synthetic
QDEF-000766,FAC-001,2025-06-17,LINE-01,ORD-01-017,STY-007,puckering,1,516,critical,test,synthetic
QDEF-000767,FAC-001,2025-06-18,LINE-01,ORD-01-017,STY-007,uneven_stitch,2,556,minor,test,synthetic
QDEF-000768,FAC-001,2025-06-18,LINE-01,ORD-01-017,STY-007,shade_variation,3,556,minor,test,synthetic
QDEF-000769,FAC-001,2025-06-18,LINE-01,ORD-01-017,STY-007,skip_stitch,1,556,major,test,synthetic
QDEF-000770,FAC-001,2025-06-18,LINE-01,ORD-01-017,STY-007,open_seam,2,556,minor,test,synthetic
QDEF-000771,FAC-001,2025-06-18,LINE-01,ORD-01-017,STY-007,measurement_variance,2,556,minor,test,synthetic
QDEF-000772,FAC-001,2025-06-18,LINE-01,ORD-01-017,STY-007,oil_mark,3,556,minor,test,synthetic
QDEF-000773,FAC-001,2025-06-19,LINE-01,ORD-01-017,STY-007,skip_stitch,5,657,minor,test,synthetic
QDEF-000774,FAC-001,2025-06-19,LINE-01,ORD-01-017,STY-007,shade_variation,4,657,major,test,synthetic
QDEF-000775,FAC-001,2025-06-19,LINE-01,ORD-01-017,STY-007,measurement_variance,3,657,minor,test,synthetic
QDEF-000776,FAC-001,2025-06-19,LINE-01,ORD-01-017,STY-007,open_seam,3,657,minor,test,synthetic
QDEF-000777,FAC-001,2025-06-19,LINE-01,ORD-01-017,STY-007,uneven_stitch,2,657,minor,test,synthetic
QDEF-000778,FAC-001,2025-06-19,LINE-01,ORD-01-017,STY-007,puckering,1,657,minor,test,synthetic
QDEF-000779,FAC-001,2025-06-21,LINE-01,ORD-01-017,STY-007,uneven_stitch,3,453,minor,test,synthetic
QDEF-000780,FAC-001,2025-06-21,LINE-01,ORD-01-017,STY-007,oil_mark,3,453,major,test,synthetic
QDEF-000781,FAC-001,2025-06-21,LINE-01,ORD-01-017,STY-007,skip_stitch,1,453,major,test,synthetic
QDEF-000782,FAC-001,2025-06-21,LINE-01,ORD-01-017,STY-007,measurement_variance,2,453,minor,test,synthetic
QDEF-000783,FAC-001,2025-06-21,LINE-01,ORD-01-017,STY-007,puckering,2,453,minor,test,synthetic
QDEF-000784,FAC-001,2025-06-21,LINE-01,ORD-01-017,STY-007,shade_variation,1,453,minor,test,synthetic
QDEF-000785,FAC-001,2025-06-21,LINE-01,ORD-01-017,STY-007,open_seam,1,453,minor,test,synthetic
QDEF-000786,FAC-001,2025-06-22,LINE-01,ORD-01-017,STY-007,puckering,1,218,critical,test,synthetic
QDEF-000787,FAC-001,2025-06-22,LINE-01,ORD-01-017,STY-007,measurement_variance,2,218,minor,test,synthetic
QDEF-000788,FAC-001,2025-06-22,LINE-01,ORD-01-017,STY-007,shade_variation,2,218,minor,test,synthetic
QDEF-000789,FAC-001,2025-06-22,LINE-01,ORD-01-017,STY-007,uneven_stitch,2,218,minor,test,synthetic
QDEF-000790,FAC-001,2025-06-22,LINE-01,ORD-01-017,STY-007,skip_stitch,1,218,minor,test,synthetic
QDEF-000791,FAC-001,2025-06-23,LINE-01,ORD-01-018,STY-005,shade_variation,2,237,major,test,synthetic
QDEF-000792,FAC-001,2025-06-23,LINE-01,ORD-01-018,STY-005,oil_mark,1,237,major,test,synthetic
QDEF-000793,FAC-001,2025-06-24,LINE-01,ORD-01-018,STY-005,skip_stitch,2,341,minor,test,synthetic
QDEF-000794,FAC-001,2025-06-24,LINE-01,ORD-01-018,STY-005,uneven_stitch,2,341,major,test,synthetic
QDEF-000795,FAC-001,2025-06-24,LINE-01,ORD-01-018,STY-005,measurement_variance,3,341,minor,test,synthetic
QDEF-000796,FAC-001,2025-06-24,LINE-01,ORD-01-018,STY-005,shade_variation,2,341,major,test,synthetic
QDEF-000797,FAC-001,2025-06-25,LINE-01,ORD-01-018,STY-005,open_seam,3,378,major,test,synthetic
QDEF-000798,FAC-001,2025-06-25,LINE-01,ORD-01-018,STY-005,shade_variation,3,378,minor,test,synthetic
QDEF-000799,FAC-001,2025-06-25,LINE-01,ORD-01-018,STY-005,puckering,1,378,major,test,synthetic
QDEF-000800,FAC-001,2025-06-25,LINE-01,ORD-01-018,STY-005,skip_stitch,3,378,minor,test,synthetic
QDEF-000801,FAC-001,2025-06-25,LINE-01,ORD-01-018,STY-005,oil_mark,2,378,minor,test,synthetic
QDEF-000802,FAC-001,2025-06-26,LINE-01,ORD-01-018,STY-005,puckering,1,403,minor,test,synthetic
QDEF-000803,FAC-001,2025-06-26,LINE-01,ORD-01-018,STY-005,open_seam,2,403,minor,test,synthetic
QDEF-000804,FAC-001,2025-06-26,LINE-01,ORD-01-018,STY-005,uneven_stitch,5,403,minor,test,synthetic
QDEF-000805,FAC-001,2025-06-26,LINE-01,ORD-01-018,STY-005,oil_mark,3,403,major,test,synthetic
QDEF-000806,FAC-001,2025-06-26,LINE-01,ORD-01-018,STY-005,measurement_variance,6,403,major,test,synthetic
QDEF-000807,FAC-001,2025-06-28,LINE-01,ORD-01-018,STY-005,skip_stitch,2,344,major,test,synthetic
QDEF-000808,FAC-001,2025-06-28,LINE-01,ORD-01-018,STY-005,shade_variation,2,344,minor,test,synthetic
QDEF-000809,FAC-001,2025-06-28,LINE-01,ORD-01-018,STY-005,oil_mark,2,344,minor,test,synthetic
QDEF-000810,FAC-001,2025-06-28,LINE-01,ORD-01-018,STY-005,uneven_stitch,1,344,minor,test,synthetic
QDEF-000811,FAC-001,2025-06-28,LINE-01,ORD-01-018,STY-005,puckering,2,344,minor,test,synthetic
QDEF-000812,FAC-001,2025-06-29,LINE-01,ORD-01-018,STY-005,measurement_variance,4,190,major,test,synthetic
QDEF-000813,FAC-001,2025-06-29,LINE-01,ORD-01-018,STY-005,uneven_stitch,2,190,minor,test,synthetic
QDEF-000814,FAC-001,2025-06-29,LINE-01,ORD-01-018,STY-005,puckering,5,190,major,test,synthetic
QDEF-000815,FAC-001,2025-06-29,LINE-01,ORD-01-018,STY-005,shade_variation,3,190,minor,test,synthetic
QDEF-000816,FAC-001,2025-06-29,LINE-01,ORD-01-018,STY-005,oil_mark,1,190,minor,test,synthetic
QDEF-000817,FAC-001,2025-06-29,LINE-01,ORD-01-018,STY-005,open_seam,1,190,minor,test,synthetic
QDEF-000818,FAC-001,2025-06-30,LINE-01,ORD-01-018,STY-005,oil_mark,1,13,minor,test,synthetic
QDEF-000819,FAC-001,2025-01-04,LINE-02,ORD-02-001,STY-033,measurement_variance,3,675,minor,train,synthetic
QDEF-000820,FAC-001,2025-01-04,LINE-02,ORD-02-001,STY-033,oil_mark,3,675,minor,train,synthetic
QDEF-000821,FAC-001,2025-01-04,LINE-02,ORD-02-001,STY-033,skip_stitch,2,675,minor,train,synthetic
QDEF-000822,FAC-001,2025-01-04,LINE-02,ORD-02-001,STY-033,uneven_stitch,1,675,minor,train,synthetic
QDEF-000823,FAC-001,2025-01-04,LINE-02,ORD-02-001,STY-033,open_seam,1,675,minor,train,synthetic
QDEF-000824,FAC-001,2025-01-04,LINE-02,ORD-02-001,STY-033,puckering,2,675,major,train,synthetic
QDEF-000825,FAC-001,2025-01-05,LINE-02,ORD-02-001,STY-033,shade_variation,4,921,minor,train,synthetic
QDEF-000826,FAC-001,2025-01-05,LINE-02,ORD-02-001,STY-033,puckering,2,921,minor,train,synthetic
QDEF-000827,FAC-001,2025-01-05,LINE-02,ORD-02-001,STY-033,measurement_variance,2,921,minor,train,synthetic
QDEF-000828,FAC-001,2025-01-05,LINE-02,ORD-02-001,STY-033,uneven_stitch,5,921,minor,train,synthetic
QDEF-000829,FAC-001,2025-01-05,LINE-02,ORD-02-001,STY-033,skip_stitch,1,921,minor,train,synthetic
QDEF-000830,FAC-001,2025-01-05,LINE-02,ORD-02-001,STY-033,open_seam,5,921,minor,train,synthetic
QDEF-000831,FAC-001,2025-01-05,LINE-02,ORD-02-001,STY-033,oil_mark,2,921,major,train,synthetic
QDEF-000832,FAC-001,2025-01-06,LINE-02,ORD-02-001,STY-033,uneven_stitch,4,1108,minor,train,synthetic
QDEF-000833,FAC-001,2025-01-06,LINE-02,ORD-02-001,STY-033,skip_stitch,4,1108,major,train,synthetic
QDEF-000834,FAC-001,2025-01-06,LINE-02,ORD-02-001,STY-033,open_seam,3,1108,minor,train,synthetic
QDEF-000835,FAC-001,2025-01-06,LINE-02,ORD-02-001,STY-033,measurement_variance,3,1108,minor,train,synthetic
QDEF-000836,FAC-001,2025-01-06,LINE-02,ORD-02-001,STY-033,oil_mark,2,1108,critical,train,synthetic
QDEF-000837,FAC-001,2025-01-06,LINE-02,ORD-02-001,STY-033,shade_variation,2,1108,minor,train,synthetic
QDEF-000838,FAC-001,2025-01-06,LINE-02,ORD-02-001,STY-033,puckering,3,1108,major,train,synthetic
QDEF-000839,FAC-001,2025-01-07,LINE-02,ORD-02-001,STY-033,skip_stitch,8,1128,minor,train,synthetic
QDEF-000840,FAC-001,2025-01-07,LINE-02,ORD-02-001,STY-033,uneven_stitch,4,1128,minor,train,synthetic
QDEF-000841,FAC-001,2025-01-07,LINE-02,ORD-02-001,STY-033,puckering,1,1128,minor,train,synthetic
QDEF-000842,FAC-001,2025-01-07,LINE-02,ORD-02-001,STY-033,oil_mark,6,1128,minor,train,synthetic
QDEF-000843,FAC-001,2025-01-07,LINE-02,ORD-02-001,STY-033,shade_variation,2,1128,major,train,synthetic
QDEF-000844,FAC-001,2025-01-07,LINE-02,ORD-02-001,STY-033,measurement_variance,4,1128,major,train,synthetic
QDEF-000845,FAC-001,2025-01-07,LINE-02,ORD-02-001,STY-033,open_seam,1,1128,minor,train,synthetic
QDEF-000846,FAC-001,2025-01-08,LINE-02,ORD-02-001,STY-033,open_seam,4,523,minor,train,synthetic
QDEF-000847,FAC-001,2025-01-08,LINE-02,ORD-02-001,STY-033,oil_mark,3,523,major,train,synthetic
QDEF-000848,FAC-001,2025-01-08,LINE-02,ORD-02-001,STY-033,measurement_variance,1,523,major,train,synthetic
QDEF-000849,FAC-001,2025-01-08,LINE-02,ORD-02-001,STY-033,shade_variation,2,523,minor,train,synthetic
QDEF-000850,FAC-001,2025-01-08,LINE-02,ORD-02-001,STY-033,uneven_stitch,1,523,major,train,synthetic
QDEF-000851,FAC-001,2025-01-09,LINE-02,ORD-02-002,STY-021,uneven_stitch,3,339,minor,train,synthetic
QDEF-000852,FAC-001,2025-01-09,LINE-02,ORD-02-002,STY-021,puckering,2,339,minor,train,synthetic
QDEF-000853,FAC-001,2025-01-09,LINE-02,ORD-02-002,STY-021,oil_mark,3,339,minor,train,synthetic
QDEF-000854,FAC-001,2025-01-09,LINE-02,ORD-02-002,STY-021,measurement_variance,2,339,minor,train,synthetic
QDEF-000855,FAC-001,2025-01-11,LINE-02,ORD-02-002,STY-021,puckering,5,421,major,train,synthetic
QDEF-000856,FAC-001,2025-01-11,LINE-02,ORD-02-002,STY-021,skip_stitch,2,421,major,train,synthetic
QDEF-000857,FAC-001,2025-01-11,LINE-02,ORD-02-002,STY-021,measurement_variance,4,421,minor,train,synthetic
QDEF-000858,FAC-001,2025-01-11,LINE-02,ORD-02-002,STY-021,oil_mark,2,421,minor,train,synthetic
QDEF-000859,FAC-001,2025-01-11,LINE-02,ORD-02-002,STY-021,shade_variation,2,421,minor,train,synthetic
QDEF-000860,FAC-001,2025-01-11,LINE-02,ORD-02-002,STY-021,open_seam,2,421,major,train,synthetic
QDEF-000861,FAC-001,2025-01-11,LINE-02,ORD-02-002,STY-021,uneven_stitch,3,421,critical,train,synthetic
QDEF-000862,FAC-001,2025-01-12,LINE-02,ORD-02-002,STY-021,puckering,2,295,minor,train,synthetic
QDEF-000863,FAC-001,2025-01-12,LINE-02,ORD-02-002,STY-021,measurement_variance,1,295,minor,train,synthetic
QDEF-000864,FAC-001,2025-01-12,LINE-02,ORD-02-002,STY-021,shade_variation,3,295,minor,train,synthetic
QDEF-000865,FAC-001,2025-01-12,LINE-02,ORD-02-002,STY-021,skip_stitch,1,295,major,train,synthetic
QDEF-000866,FAC-001,2025-01-12,LINE-02,ORD-02-002,STY-021,oil_mark,2,295,critical,train,synthetic
QDEF-000867,FAC-001,2025-01-13,LINE-02,ORD-02-002,STY-021,open_seam,4,421,major,train,synthetic
QDEF-000868,FAC-001,2025-01-13,LINE-02,ORD-02-002,STY-021,skip_stitch,1,421,minor,train,synthetic
QDEF-000869,FAC-001,2025-01-13,LINE-02,ORD-02-002,STY-021,oil_mark,2,421,major,train,synthetic
QDEF-000870,FAC-001,2025-01-13,LINE-02,ORD-02-002,STY-021,uneven_stitch,5,421,minor,train,synthetic
QDEF-000871,FAC-001,2025-01-13,LINE-02,ORD-02-002,STY-021,measurement_variance,3,421,minor,train,synthetic
QDEF-000872,FAC-001,2025-01-13,LINE-02,ORD-02-002,STY-021,shade_variation,2,421,minor,train,synthetic
QDEF-000873,FAC-001,2025-01-13,LINE-02,ORD-02-002,STY-021,puckering,3,421,minor,train,synthetic
QDEF-000874,FAC-001,2025-01-14,LINE-02,ORD-02-002,STY-021,skip_stitch,6,419,major,train,synthetic
QDEF-000875,FAC-001,2025-01-14,LINE-02,ORD-02-002,STY-021,measurement_variance,4,419,major,train,synthetic
QDEF-000876,FAC-001,2025-01-14,LINE-02,ORD-02-002,STY-021,puckering,10,419,major,train,synthetic
QDEF-000877,FAC-001,2025-01-14,LINE-02,ORD-02-002,STY-021,open_seam,7,419,minor,train,synthetic
QDEF-000878,FAC-001,2025-01-14,LINE-02,ORD-02-002,STY-021,uneven_stitch,5,419,minor,train,synthetic
QDEF-000879,FAC-001,2025-01-14,LINE-02,ORD-02-002,STY-021,shade_variation,4,419,minor,train,synthetic
QDEF-000880,FAC-001,2025-01-14,LINE-02,ORD-02-002,STY-021,oil_mark,5,419,minor,train,synthetic
QDEF-000881,FAC-001,2025-01-15,LINE-02,ORD-02-002,STY-021,measurement_variance,3,497,major,train,synthetic
QDEF-000882,FAC-001,2025-01-15,LINE-02,ORD-02-002,STY-021,open_seam,7,497,minor,train,synthetic
QDEF-000883,FAC-001,2025-01-15,LINE-02,ORD-02-002,STY-021,uneven_stitch,1,497,minor,train,synthetic
QDEF-000884,FAC-001,2025-01-15,LINE-02,ORD-02-002,STY-021,oil_mark,6,497,minor,train,synthetic
QDEF-000885,FAC-001,2025-01-15,LINE-02,ORD-02-002,STY-021,skip_stitch,4,497,major,train,synthetic
QDEF-000886,FAC-001,2025-01-15,LINE-02,ORD-02-002,STY-021,shade_variation,3,497,major,train,synthetic
QDEF-000887,FAC-001,2025-01-15,LINE-02,ORD-02-002,STY-021,puckering,4,497,major,train,synthetic
QDEF-000888,FAC-001,2025-01-16,LINE-02,ORD-02-002,STY-021,skip_stitch,2,391,minor,train,synthetic
QDEF-000889,FAC-001,2025-01-16,LINE-02,ORD-02-002,STY-021,uneven_stitch,4,391,minor,train,synthetic
QDEF-000890,FAC-001,2025-01-16,LINE-02,ORD-02-002,STY-021,oil_mark,1,391,major,train,synthetic
QDEF-000891,FAC-001,2025-01-16,LINE-02,ORD-02-002,STY-021,open_seam,3,391,critical,train,synthetic
QDEF-000892,FAC-001,2025-01-16,LINE-02,ORD-02-002,STY-021,measurement_variance,1,391,minor,train,synthetic
QDEF-000893,FAC-001,2025-01-16,LINE-02,ORD-02-002,STY-021,shade_variation,3,391,minor,train,synthetic
QDEF-000894,FAC-001,2025-01-18,LINE-02,ORD-02-002,STY-021,measurement_variance,1,42,major,train,synthetic
QDEF-000895,FAC-001,2025-01-18,LINE-02,ORD-02-002,STY-021,oil_mark,1,42,minor,train,synthetic
QDEF-000896,FAC-001,2025-01-18,LINE-02,ORD-02-002,STY-021,shade_variation,1,42,minor,train,synthetic
QDEF-000897,FAC-001,2025-01-18,LINE-02,ORD-02-002,STY-021,skip_stitch,1,42,minor,train,synthetic
QDEF-000898,FAC-001,2025-01-19,LINE-02,ORD-02-002,STY-021,skip_stitch,1,3,minor,train,synthetic
QDEF-000899,FAC-001,2025-01-20,LINE-02,ORD-02-003,STY-018,shade_variation,4,799,minor,train,synthetic
QDEF-000900,FAC-001,2025-01-20,LINE-02,ORD-02-003,STY-018,skip_stitch,5,799,major,train,synthetic
QDEF-000901,FAC-001,2025-01-20,LINE-02,ORD-02-003,STY-018,open_seam,2,799,critical,train,synthetic
QDEF-000902,FAC-001,2025-01-20,LINE-02,ORD-02-003,STY-018,uneven_stitch,4,799,minor,train,synthetic
QDEF-000903,FAC-001,2025-01-20,LINE-02,ORD-02-003,STY-018,measurement_variance,4,799,minor,train,synthetic
QDEF-000904,FAC-001,2025-01-20,LINE-02,ORD-02-003,STY-018,oil_mark,2,799,major,train,synthetic
QDEF-000905,FAC-001,2025-01-20,LINE-02,ORD-02-003,STY-018,puckering,2,799,major,train,synthetic
QDEF-000906,FAC-001,2025-01-21,LINE-02,ORD-02-003,STY-018,measurement_variance,4,1057,minor,train,synthetic
QDEF-000907,FAC-001,2025-01-21,LINE-02,ORD-02-003,STY-018,open_seam,2,1057,minor,train,synthetic
QDEF-000908,FAC-001,2025-01-21,LINE-02,ORD-02-003,STY-018,oil_mark,5,1057,minor,train,synthetic
QDEF-000909,FAC-001,2025-01-21,LINE-02,ORD-02-003,STY-018,puckering,3,1057,minor,train,synthetic
QDEF-000910,FAC-001,2025-01-21,LINE-02,ORD-02-003,STY-018,skip_stitch,4,1057,minor,train,synthetic
QDEF-000911,FAC-001,2025-01-21,LINE-02,ORD-02-003,STY-018,shade_variation,3,1057,minor,train,synthetic
QDEF-000912,FAC-001,2025-01-21,LINE-02,ORD-02-003,STY-018,uneven_stitch,1,1057,minor,train,synthetic
QDEF-000913,FAC-001,2025-01-22,LINE-02,ORD-02-003,STY-018,skip_stitch,4,1015,minor,train,synthetic
QDEF-000914,FAC-001,2025-01-22,LINE-02,ORD-02-003,STY-018,measurement_variance,3,1015,minor,train,synthetic
QDEF-000915,FAC-001,2025-01-22,LINE-02,ORD-02-003,STY-018,oil_mark,4,1015,minor,train,synthetic
QDEF-000916,FAC-001,2025-01-22,LINE-02,ORD-02-003,STY-018,open_seam,5,1015,minor,train,synthetic
QDEF-000917,FAC-001,2025-01-22,LINE-02,ORD-02-003,STY-018,uneven_stitch,3,1015,minor,train,synthetic
QDEF-000918,FAC-001,2025-01-22,LINE-02,ORD-02-003,STY-018,shade_variation,4,1015,minor,train,synthetic
QDEF-000919,FAC-001,2025-01-22,LINE-02,ORD-02-003,STY-018,puckering,4,1015,major,train,synthetic
QDEF-000920,FAC-001,2025-01-23,LINE-02,ORD-02-003,STY-018,open_seam,4,1021,major,train,synthetic
QDEF-000921,FAC-001,2025-01-23,LINE-02,ORD-02-003,STY-018,puckering,2,1021,major,train,synthetic
QDEF-000922,FAC-001,2025-01-23,LINE-02,ORD-02-003,STY-018,uneven_stitch,6,1021,minor,train,synthetic
QDEF-000923,FAC-001,2025-01-23,LINE-02,ORD-02-003,STY-018,shade_variation,3,1021,major,train,synthetic
QDEF-000924,FAC-001,2025-01-23,LINE-02,ORD-02-003,STY-018,measurement_variance,1,1021,minor,train,synthetic
QDEF-000925,FAC-001,2025-01-23,LINE-02,ORD-02-003,STY-018,skip_stitch,1,1021,major,train,synthetic
QDEF-000926,FAC-001,2025-01-23,LINE-02,ORD-02-003,STY-018,oil_mark,2,1021,minor,train,synthetic
QDEF-000927,FAC-001,2025-01-25,LINE-02,ORD-02-003,STY-018,skip_stitch,9,1138,major,train,synthetic
QDEF-000928,FAC-001,2025-01-25,LINE-02,ORD-02-003,STY-018,measurement_variance,5,1138,minor,train,synthetic
QDEF-000929,FAC-001,2025-01-25,LINE-02,ORD-02-003,STY-018,puckering,2,1138,major,train,synthetic
QDEF-000930,FAC-001,2025-01-25,LINE-02,ORD-02-003,STY-018,uneven_stitch,3,1138,minor,train,synthetic
QDEF-000931,FAC-001,2025-01-25,LINE-02,ORD-02-003,STY-018,oil_mark,3,1138,minor,train,synthetic
QDEF-000932,FAC-001,2025-01-25,LINE-02,ORD-02-003,STY-018,shade_variation,1,1138,minor,train,synthetic
QDEF-000933,FAC-001,2025-01-26,LINE-02,ORD-02-003,STY-018,open_seam,2,1047,minor,train,synthetic
QDEF-000934,FAC-001,2025-01-26,LINE-02,ORD-02-003,STY-018,oil_mark,3,1047,minor,train,synthetic
QDEF-000935,FAC-001,2025-01-26,LINE-02,ORD-02-003,STY-018,uneven_stitch,4,1047,major,train,synthetic
QDEF-000936,FAC-001,2025-01-26,LINE-02,ORD-02-003,STY-018,measurement_variance,5,1047,minor,train,synthetic
QDEF-000937,FAC-001,2025-01-26,LINE-02,ORD-02-003,STY-018,skip_stitch,2,1047,minor,train,synthetic
QDEF-000938,FAC-001,2025-01-26,LINE-02,ORD-02-003,STY-018,shade_variation,1,1047,minor,train,synthetic
QDEF-000939,FAC-001,2025-01-27,LINE-02,ORD-02-003,STY-018,uneven_stitch,2,697,critical,train,synthetic
QDEF-000940,FAC-001,2025-01-27,LINE-02,ORD-02-003,STY-018,measurement_variance,2,697,minor,train,synthetic
QDEF-000941,FAC-001,2025-01-27,LINE-02,ORD-02-003,STY-018,oil_mark,2,697,minor,train,synthetic
QDEF-000942,FAC-001,2025-01-27,LINE-02,ORD-02-003,STY-018,shade_variation,2,697,major,train,synthetic
QDEF-000943,FAC-001,2025-01-27,LINE-02,ORD-02-003,STY-018,open_seam,2,697,major,train,synthetic
QDEF-000944,FAC-001,2025-01-27,LINE-02,ORD-02-003,STY-018,skip_stitch,3,697,major,train,synthetic
QDEF-000945,FAC-001,2025-01-27,LINE-02,ORD-02-003,STY-018,puckering,2,697,minor,train,synthetic
QDEF-000946,FAC-001,2025-01-29,LINE-02,ORD-02-004,STY-001,open_seam,1,680,major,train,synthetic
QDEF-000947,FAC-001,2025-01-29,LINE-02,ORD-02-004,STY-001,measurement_variance,2,680,minor,train,synthetic
QDEF-000948,FAC-001,2025-01-29,LINE-02,ORD-02-004,STY-001,shade_variation,2,680,minor,train,synthetic
QDEF-000949,FAC-001,2025-01-29,LINE-02,ORD-02-004,STY-001,uneven_stitch,3,680,minor,train,synthetic
QDEF-000950,FAC-001,2025-01-29,LINE-02,ORD-02-004,STY-001,puckering,3,680,major,train,synthetic
QDEF-000951,FAC-001,2025-01-29,LINE-02,ORD-02-004,STY-001,oil_mark,1,680,minor,train,synthetic
QDEF-000952,FAC-001,2025-01-30,LINE-02,ORD-02-004,STY-001,shade_variation,2,667,minor,train,synthetic
QDEF-000953,FAC-001,2025-01-30,LINE-02,ORD-02-004,STY-001,puckering,4,667,minor,train,synthetic
QDEF-000954,FAC-001,2025-01-30,LINE-02,ORD-02-004,STY-001,measurement_variance,4,667,minor,train,synthetic
QDEF-000955,FAC-001,2025-01-30,LINE-02,ORD-02-004,STY-001,open_seam,2,667,major,train,synthetic
QDEF-000956,FAC-001,2025-01-30,LINE-02,ORD-02-004,STY-001,oil_mark,2,667,minor,train,synthetic
QDEF-000957,FAC-001,2025-01-30,LINE-02,ORD-02-004,STY-001,uneven_stitch,2,667,minor,train,synthetic
QDEF-000958,FAC-001,2025-02-01,LINE-02,ORD-02-004,STY-001,skip_stitch,8,910,minor,train,synthetic
QDEF-000959,FAC-001,2025-02-01,LINE-02,ORD-02-004,STY-001,puckering,6,910,major,train,synthetic
QDEF-000960,FAC-001,2025-02-01,LINE-02,ORD-02-004,STY-001,oil_mark,5,910,minor,train,synthetic
QDEF-000961,FAC-001,2025-02-01,LINE-02,ORD-02-004,STY-001,open_seam,5,910,major,train,synthetic
QDEF-000962,FAC-001,2025-02-01,LINE-02,ORD-02-004,STY-001,measurement_variance,8,910,minor,train,synthetic
QDEF-000963,FAC-001,2025-02-01,LINE-02,ORD-02-004,STY-001,shade_variation,3,910,minor,train,synthetic
QDEF-000964,FAC-001,2025-02-01,LINE-02,ORD-02-004,STY-001,uneven_stitch,4,910,minor,train,synthetic
QDEF-000965,FAC-001,2025-02-02,LINE-02,ORD-02-004,STY-001,skip_stitch,7,988,major,train,synthetic
QDEF-000966,FAC-001,2025-02-02,LINE-02,ORD-02-004,STY-001,open_seam,6,988,minor,train,synthetic
